CHR,GeneName,TranscriptId,allhetRA,sum_homAA,homAlt_aaf,comp_het,compHet_aaf,sum_KO,inExternalDataset
22,APOBEC3C,ENST00000361441,227,1,3.76E-05,0,0,1,FALSE
22,APOBEC3D,ENST00000216099,337,1,4.07E-06,0,0,1,TRUE
22,APOBEC3G,ENST00000407997,1290,1,0.000108788,0,0,1,TRUE
22,APOBEC3H,ENST00000442487,2240,1,0.001086855,0,0,1,TRUE
16,APOBR,ENST00000564831,2753,35,0.000805733,2,2.09E-06,37,TRUE
11,APOC3,ENST00000227667,5222,8,0.002641922,0,0,8,TRUE
19,APOC4,ENST00000592954,732,6,0.000353302,0,0,6,TRUE
19,APOC4-APOC2,ENST00000589057,996,6,0.000353302,0,0,6,TRUE
12,APOF,ENST00000398189,28,1,1.27E-05,0,0,1,FALSE
17,APOH,ENST00000205948,662,2,1.73E-05,0,0,2,TRUE
22,APOL2,ENST00000358502,175,1,2.19E-05,0,0,1,FALSE
22,APOL5,ENST00000249044,1414,3,0.000490048,38,3.98E-05,41,TRUE
12,APOLD1,ENST00000356591,899,3,0.000155558,5,5.24E-06,8,FALSE
12,APPL2,ENST00000258530,2927,6,0.000764081,0,0,6,TRUE
9,AQP3,ENST00000297991,233,2,6.81E-05,0,0,2,FALSE
9,AQP7,ENST00000297988,683,1,6.61E-06,0,0,1,FALSE
11,ARFGAP2,ENST00000524782,292,1,4.17E-05,0,0,1,FALSE
22,ARFGAP3,ENST00000263245,859,1,1.73E-05,2,2.09E-06,3,TRUE
8,ARFGEF1,ENST00000262215,385,2,9.81E-05,0,0,2,FALSE
15,ARHGAP11B,ENST00000428041,552,4,0.000222657,0,0,4,TRUE
2,ARHGAP15,ENST00000295095,504,1,3.05E-06,0,0,1,FALSE
10,ARHGAP19,ENST00000358531,664,3,5.29E-05,0,0,3,TRUE
10,ARHGAP21,ENST00000396432,854,4,0.000373132,0,0,4,TRUE
17,ARHGAP27,ENST00000428638,274,2,4.58E-06,0,0,2,FALSE
11,ARHGAP32,ENST00000310343,229,1,2.75E-05,0,0,1,FALSE
19,ARHGAP33,ENST00000314737,454,1,1.02E-06,0,0,1,FALSE
20,ARHGAP40,ENST00000373345,4133,1,0.001406608,2,2.09E-06,3,TRUE
22,ARHGAP8,ENST00000356099,3516,4,0.001134635,5,5.24E-06,9,TRUE
16,ARHGDIG,ENST00000219409,57,1,7.63E-06,0,0,1,FALSE
8,ARHGEF10,ENST00000349830,946,1,7.12E-06,0,0,1,FALSE
17,ARHGEF15,ENST00000361926,283,1,5.08E-06,0,0,1,FALSE
3,ARHGEF26,ENST00000465093,612,1,1.53E-06,0,0,1,TRUE
5,ARHGEF28,ENST00000545377,1216,2,1.37E-05,0,0,2,TRUE
7,ARHGEF35,ENST00000378115,4,1,1.02E-06,0,0,1,TRUE
5,ARHGEF37,ENST00000333677,11939,31,0.005725071,0,0,31,TRUE
4,ARHGEF38,ENST00000420470,8098,59,0.003717093,8,8.38E-06,67,TRUE
2,ARHGEF4,ENST00000409359,1323,2,2.03E-06,0,0,2,TRUE
9,ARID3C,ENST00000378909,593,1,4.98E-05,0,0,1,FALSE
14,ARID4A,ENST00000355431,10514,33,0.005317381,0,0,33,TRUE
17,ARL16,ENST00000622299,851,1,4.88E-05,0,0,1,FALSE
12,ARL6IP4,ENST00000315580,3672,4,0.001437118,2,2.09E-06,6,TRUE
4,ARL9,ENST00000640821,128086,30,0.002586241,8,8.38E-06,38,TRUE
7,ARMC10,ENST00000323716,261,1,7.48E-05,0,0,1,FALSE
10,ARMC4,ENST00000305242,1628,1,6.61E-06,0,0,1,TRUE
19,ARMC6,ENST00000535612,2929,12,0.001264299,0,0,12,TRUE
2,ARMC9,ENST00000611582,996,3,0.00015509,0,0,3,FALSE
10,ARMS2,ENST00000528446,230280,6,0.000398057,0,0,6,TRUE
11,ARNTL,ENST00000403290,76,1,1.02E-06,0,0,1,FALSE
12,ARNTL2,ENST00000266503,4441,49,0.002030867,0,0,49,TRUE
3,ARPC4-TTLL3,ENST00000397256,1904,2,0.000166739,2,2.09E-06,4,TRUE
15,ARPIN,ENST00000357484,243,1,6.61E-06,0,0,1,TRUE
15,ARPIN-AP3S2,ENST00000398333,493,2,7.78E-05,0,0,2,TRUE
5,ARSI,ENST00000328668,467,1,1.53E-05,0,0,1,FALSE
4,ARSJ,ENST00000315366,473,1,6.10E-06,0,0,1,TRUE
11,ART1,ENST00000250693,3219,2,0.000968403,2,2.09E-06,4,FALSE
4,ART3,ENST00000355810,719,1,7.12E-06,0,0,1,TRUE
22,ARVCF,ENST00000263207,822,3,5.08E-05,0,0,3,FALSE
10,AS3MT,ENST00000369880,918,2,2.69E-05,0,0,2,FALSE
10,ASAH2,ENST00000395526,13045,59,0.006077332,12,1.26E-05,71,TRUE
23,ASB11,ENST00000480796,584,1,3.10E-05,0,0,1,TRUE
10,ASB13,ENST00000357700,1764,2,0.000623249,0,0,2,TRUE
7,ASB15,ENST00000451215,63271,8,0.00160454,7,7.33E-06,15,TRUE
17,ASB16,ENST00000293414,2168,21,0.000674586,3,3.14E-06,24,TRUE
1,ASB17,ENST00000284142,573,3,0.000126078,0,0,3,TRUE
2,ASB18,ENST00000409749,2699,8,0.000883036,6,6.28E-06,14,TRUE
12,ASB8,ENST00000317697,581,1,0.000176426,0,0,1,TRUE
6,ASCC3,ENST00000369162,1669,1,0.000280648,0,0,1,TRUE
11,ASCL3,ENST00000531618,98,0,NA,4,4.19E-06,4,FALSE
17,ASGR2,ENST00000254850,640,4,7.57E-05,0,0,4,TRUE
1,ASH1L,ENST00000392403,626,1,0.000278578,0,0,1,FALSE
7,ASIC3,ENST00000349064,4512,1,0.001491505,2,2.09E-06,3,TRUE
2,ASIC4,ENST00000358078,1580,5,0.000585177,0,0,5,FALSE
4,ASIC5,ENST00000537611,852,2,0.000241975,0,0,2,TRUE
23,ASMT,ENST00000381241,3713,10,0.001604933,0,0,10,TRUE
23,ASMTL,ENST00000381317,212257,2,0.000117462,0,0,2,TRUE
2,ASNSD1,ENST00000260952,1529,1,1.27E-05,0,0,1,TRUE
19,ASPDH,ENST00000389208,639,1,3.05E-05,0,0,1,FALSE
14,ASPG,ENST00000551177,2912,3,0.000879983,0,0,3,TRUE
8,ASPH,ENST00000379454,3380,24,0.001397959,0,0,24,TRUE
1,ASPM,ENST00000367409,7627,50,0.001926655,4,4.19E-06,54,TRUE
9,ASPN,ENST00000375544,1968,1,0.000851182,0,0,1,TRUE
17,ASPSCR1,ENST00000306739,4491,5,0.002130608,3,3.14E-06,8,TRUE
2,ASTL,ENST00000342380,11161,475,0.006024729,0,0,475,TRUE
7,ASZ1,ENST00000284629,406,1,2.80E-05,0,0,1,TRUE
1,ATAD3B,ENST00000673477,592,8,0.000180973,0,0,8,TRUE
1,ATAD3C,ENST00000378785,679,7,0.000176906,0,0,7,TRUE
6,ATAT1,ENST00000330083,624,2,0.000112352,0,0,2,TRUE
14,ATG2B,ENST00000359933,566,1,2.03E-06,0,0,1,TRUE
1,ATG4C,ENST00000317868,5457,6,0.001928903,5,5.24E-06,11,TRUE
7,ATG9B,ENST00000639579,3229,3,0.000349746,2,2.09E-06,5,TRUE
11,ATL3,ENST00000398868,440,2,3.00E-05,0,0,2,FALSE
11,ATM,ENST00000278616,3115,1,4.83E-05,0,0,1,FALSE
15,ATP10A,ENST00000555815,932,1,7.83E-05,0,0,1,FALSE
5,ATP10B,ENST00000327245,4363,5,0.001594181,5,5.24E-06,10,TRUE
4,ATP10D,ENST00000273859,1728,2,9.00E-05,0,0,2,FALSE
13,ATP12A,ENST00000381946,8536,4,0.000773708,4,4.19E-06,8,TRUE
3,ATP13A4,ENST00000342695,1257,1,3.56E-06,0,0,1,FALSE
3,ATP13A5,ENST00000342358,70842,202,0.009793372,86,9.01E-05,288,TRUE
1,ATP1A4,ENST00000368081,2852,4,0.000310096,2,2.09E-06,6,TRUE
12,ATP23,ENST00000300145,396,1,5.08E-06,0,0,1,FALSE
16,ATP2A1,ENST00000395503,1092,4,0.000115396,0,0,4,TRUE
17,ATP2A3,ENST00000397041,310,1,4.02E-05,0,0,1,FALSE
16,ATP2C2,ENST00000262429,16863,93,0.007410379,17,1.78E-05,110,TRUE
22,ATP5MGL,ENST00000505920,694,2,0.000268917,0,0,2,FALSE
8,ATP6V0D2,ENST00000285393,820,4,0.000156595,0,0,4,TRUE
7,ATP6V1FNB,ENST00000609480,1074,3,0.000320909,0,0,3,FALSE
13,ATP7B,ENST00000242839,2109,1,5.03E-05,0,0,1,TRUE
18,ATP8B1,ENST00000648908,486,1,5.59E-06,0,0,1,FALSE
19,ATP8B3,ENST00000310127,9697,17,0.003823782,27,2.83E-05,44,TRUE
15,ATP8B4,ENST00000284509,1633,4,4.53E-05,0,0,4,FALSE
5,ATPSCKMT,ENST00000511437,1030,2,0.00018453,5,5.24E-06,7,FALSE
2,ATRAID,ENST00000611786,360,1,3.56E-06,0,0,1,FALSE
20,ATRN,ENST00000262919,785,13,0.000371229,0,0,13,TRUE
23,ATXN3L,ENST00000380622,624,2,0.000319261,0,0,2,TRUE
1,AUNIP,ENST00000374298,11673,34,0.004594539,15,1.57E-05,49,TRUE
19,AURKC,ENST00000302804,939,1,0.000164211,0,0,1,TRUE
12,AVIL,ENST00000257861,1912,1,1.02E-06,2,2.09E-06,3,TRUE
1,AXDND1,ENST00000367618,34249,4,0.000869515,2,2.09E-06,6,TRUE
19,AXL,ENST00000301178,283,1,1.53E-06,0,0,1,FALSE
13,B3GLCT,ENST00000343307,2321,2,0.000990422,0,0,2,TRUE
17,B3GNTL1,ENST00000320865,1335,1,0.000289251,0,0,1,FALSE
17,B4GALNT2,ENST00000393354,632,1,4.98E-05,0,0,1,FALSE
8,BAALC,ENST00000309982,184,1,5.24E-05,0,0,1,FALSE
21,BACH1,ENST00000286800,261,2,3.51E-05,0,0,2,TRUE
9,BAG1,ENST00000634734,447,5,9.86E-05,0,0,5,TRUE
8,BAG4,ENST00000287322,495,1,0.000192158,0,0,1,FALSE
14,BAG5,ENST00000445922,663,2,2.54E-06,0,0,2,FALSE
15,BAHD1,ENST00000416165,344,8,0.000167756,0,0,8,TRUE
4,BANK1,ENST00000322953,2035,2,0.000147428,3,3.14E-06,5,FALSE
14,BBOF1,ENST00000394009,725,1,5.69E-05,0,0,1,FALSE
11,BBOX1,ENST00000263182,1369,3,0.00013524,0,0,3,TRUE
4,BBS7,ENST00000264499,688,1,7.22E-05,0,0,1,FALSE
20,BCAS4,ENST00000371608,687,1,1.63E-05,0,0,1,FALSE
19,BCAT2,ENST00000316273,389,1,2.03E-06,0,0,1,FALSE
10,BCCIP,ENST00000278100,900,1,2.90E-05,0,0,1,FALSE
3,BCHE,ENST00000264381,1708,5,0.000498695,0,0,5,TRUE
19,BCKDHA,ENST00000269980,382,1,5.59E-06,0,0,1,FALSE
15,BCL2A1,ENST00000267953,39,1,4.07E-06,0,0,1,FALSE
19,BCL2L12,ENST00000616144,2670,0,NA,3,3.14E-06,3,TRUE
16,BCL7C,ENST00000215115,845,1,5.08E-06,0,0,1,FALSE
11,BCO2,ENST00000357685,2477,5,0.000817435,6,6.28E-06,11,TRUE
14,BDKRB1,ENST00000216629,6,0,NA,2,2.09E-06,2,FALSE
5,BDP1,ENST00000358731,1237,1,4.98E-05,0,0,1,FALSE
1,BECN2,ENST00000419583,9,0,NA,2,2.09E-06,2,FALSE
10,BEND7,ENST00000341083,17183,1156,0.009832536,2,2.09E-06,1158,FALSE
12,BEST3,ENST00000330891,53498,3,3.56E-05,0,0,3,TRUE
20,BFSP1,ENST00000377873,3543,3,0.001700293,0,0,3,TRUE
1,BGLAP,ENST00000368272,1132,2,0.000354827,0,0,2,TRUE
12,BHLHE41,ENST00000242728,409,1,0.00012302,0,0,1,TRUE
5,BHMT2,ENST00000255192,2601,7,0.000910985,0,0,7,TRUE
16,BICDL2,ENST00000572449,7604,3,0.003238704,3,3.14E-06,6,TRUE
8,BIN3,ENST00000276416,436,2,1.63E-05,0,0,2,TRUE
20,BIRC7,ENST00000217169,347,1,3.97E-05,0,0,1,TRUE
8,BLK,ENST00000259089,916,1,1.02E-06,0,0,1,FALSE
15,BLOC1S6,ENST00000220531,245,2,2.39E-05,0,0,2,TRUE
19,BLVRB,ENST00000263368,593,3,4.12E-05,0,0,3,TRUE
1,BLZF1,ENST00000367808,532,1,1.83E-05,0,0,1,TRUE
4,BMP2K,ENST00000335016,4544,19,0.002175281,0,0,19,TRUE
6,BNIP5,ENST00000437635,967,1,4.83E-05,0,0,1,TRUE
1,BNIPL,ENST00000368931,1367,6,0.000407254,0,0,6,TRUE
5,BOD1,ENST00000311086,436,1,0.000138271,0,0,1,FALSE
6,BPHL,ENST00000380379,17897,1067,0.009804658,41,4.29E-05,1108,TRUE
20,BPI,ENST00000642449,842,2,0.000179955,0,0,2,FALSE
20,BPIFA2,ENST00000354932,2017,16,0.000940031,0,0,16,TRUE
20,BPIFA3,ENST00000375454,5709,39,0.002850834,0,0,39,TRUE
20,BPIFB2,ENST00000170150,346,1,2.59E-05,0,0,1,FALSE
20,BPIFB3,ENST00000375494,22627,145,0.011396262,66,6.91E-05,211,TRUE
20,BPIFB4,ENST00000375483,950,1,9.66E-06,0,0,1,TRUE
20,BPIFB6,ENST00000349552,4748,32,0.002166096,29,3.04E-05,61,TRUE
22,BPIFC,ENST00000397452,960,5,0.00029434,2,2.09E-06,7,TRUE
13,BRCA2,ENST00000380152,2760,0,NA,25,2.62E-05,25,FALSE
5,BRD8,ENST00000254900,489,1,9.66E-06,0,0,1,TRUE
1,BRDT,ENST00000402388,596,1,1.07E-05,0,0,1,FALSE
16,BRICD5,ENST00000328540,1235,0,NA,2,2.09E-06,2,TRUE
1,BROX,ENST00000340934,711,5,0.000103211,0,0,5,TRUE
19,BSPH1,ENST00000344839,304,4,4.12E-05,0,0,4,FALSE
4,BST1,ENST00000265016,733,1,4.63E-05,0,0,1,TRUE
6,BTBD9,ENST00000481247,369,1,1.88E-05,0,0,1,FALSE
21,BTG3,ENST00000348354,92,1,3.36E-05,0,0,1,FALSE
6,BTN1A1,ENST00000244513,374,1,1.93E-05,0,0,1,FALSE
6,BTN2A1,ENST00000312541,1689,2,0.000364772,3,3.14E-06,5,TRUE
6,BTN2A2,ENST00000356709,798,2,8.59E-05,0,0,2,TRUE
6,BTN3A2,ENST00000377708,72276,3,3.66E-05,0,0,3,TRUE
6,BTN3A3,ENST00000244519,10814,61,0.005028077,4,4.19E-06,65,TRUE
6,BTNL2,ENST00000454136,8947,85,0.004398405,68,7.12E-05,153,TRUE
5,BTNL3,ENST00000342868,39,1,4.07E-06,0,0,1,TRUE
5,BTNL8,ENST00000340184,1074,4,0.000391937,0,0,4,TRUE
5,BTNL9,ENST00000327705,19464,133,0.009784292,7,7.33E-06,140,TRUE
10,C10orf53,ENST00000374111,6261,17,0.00286406,3,3.14E-06,20,TRUE
10,C10orf90,ENST00000284694,5785,106,0.002676453,0,0,106,TRUE
11,C11orf16,ENST00000326053,14956,688,0.007745301,6,6.28E-06,694,TRUE
11,C11orf21,ENST00000381153,7395,156,0.003879384,0,0,156,TRUE
11,C11orf42,ENST00000316375,372,1,1.07E-05,0,0,1,FALSE
11,C11orf49,ENST00000278460,1427,2,9.40E-05,0,0,2,FALSE
11,C11orf54,ENST00000354421,1611,2,0.000452432,2,2.09E-06,4,TRUE
11,C11orf58,ENST00000228136,32,1,1.02E-06,0,0,1,FALSE
11,C11orf65,ENST00000393084,3511,6,0.001650234,0,0,6,FALSE
11,C11orf80,ENST00000540737,503,1,1.53E-05,0,0,1,FALSE
11,C11orf88,ENST00000332814,608,4,0.000162684,0,0,4,TRUE
11,C11orf94,ENST00000449465,5173,4,0.002494794,0,0,4,TRUE
12,C12orf4,ENST00000261250,541,1,4.07E-05,0,0,1,FALSE
12,C12orf40,ENST00000324616,790,1,3.05E-06,0,0,1,FALSE
12,C12orf42,ENST00000548883,508,1,7.68E-05,0,0,1,FALSE
12,C12orf50,ENST00000298699,330,1,2.55E-06,0,0,1,FALSE
12,C12orf54,ENST00000548364,303,2,8.39E-05,0,0,2,FALSE
12,C12orf56,ENST00000543942,3963,4,0.000886566,0,0,4,TRUE
12,C12orf73,ENST00000378090,7208,18,0.003630594,0,0,18,TRUE
14,C14orf119,ENST00000319074,420,1,8.85E-05,0,0,1,FALSE
14,C14orf177,ENST00000325812,2939,40,0.001523011,0,0,40,TRUE
14,C14orf180,ENST00000557649,399,3,0.00012506,0,0,3,TRUE
14,C14orf28,ENST00000325192,664,4,6.05E-05,0,0,4,FALSE
15,C15orf40,ENST00000304177,1019,2,0.000444306,0,0,2,FALSE
15,C15orf48,ENST00000396650,11288,37,0.005498362,10,1.05E-05,47,TRUE
16,C16orf58,ENST00000327237,2754,1,0.000725942,0,0,1,FALSE
16,C16orf71,ENST00000299320,2143,6,0.00068985,0,0,6,TRUE
16,C16orf74,ENST00000284245,3659,26,0.001854163,0,0,26,TRUE
16,C16orf78,ENST00000299191,1018,2,0.000418371,0,0,2,TRUE
16,C16orf89,ENST00000472572,625,2,4.22E-05,0,0,2,TRUE
16,C16orf90,ENST00000437192,417,1,1.53E-06,0,0,1,TRUE
16,C16orf92,ENST00000300575,651,1,8.13E-05,0,0,1,TRUE
16,C16orf96,ENST00000444310,3055,6,0.000656321,7,7.33E-06,13,TRUE
17,C17orf107,ENST00000381365,4466,85,0.002318175,9,9.42E-06,94,TRUE
17,C17orf50,ENST00000605587,819,3,0.00027807,0,0,3,TRUE
17,C17orf80,ENST00000359042,9946,25,0.004444768,10,1.05E-05,35,TRUE
17,C17orf97,ENST00000360127,2329,2,0.001026375,0,0,2,TRUE
17,C17orf99,ENST00000340363,2113,3,0.000766124,4,4.19E-06,7,TRUE
18,C18orf54,ENST00000620105,1187,3,0.00020436,0,0,3,FALSE
18,C18orf63,ENST00000579455,1344,3,0.000202834,0,0,3,TRUE
19,C19orf18,ENST00000314391,365,1,2.54E-05,0,0,1,FALSE
19,C19orf25,ENST00000585675,8688,30,0.004439022,0,0,30,TRUE
19,C19orf44,ENST00000221671,2917,3,0.000595278,0,0,3,TRUE
19,C19orf57,ENST00000346736,4387,40,0.002038988,0,0,40,TRUE
19,C19orf71,ENST00000329493,19487,243,0.009941761,55,5.76E-05,298,TRUE
19,C19orf73,ENST00000408991,500,7,0.000247578,0,0,7,FALSE
1,C1QA,ENST00000374642,60,1,1.42E-05,0,0,1,FALSE
10,C1QL3,ENST00000298943,15,2,3.05E-06,0,0,2,FALSE
17,C1QTNF1,ENST00000579760,184,1,5.39E-05,0,0,1,FALSE
1,C1QTNF12,ENST00000330388,6184,43,0.002862625,41,4.29E-05,84,TRUE
5,C1QTNF2,ENST00000652664,305,1,7.63E-05,0,0,1,FALSE
5,C1QTNF3,ENST00000382065,689,3,0.000234863,0,0,3,TRUE
11,C1QTNF5,ENST00000528368,1048,1,0.00050504,0,0,1,TRUE
16,C1QTNF8,ENST00000328449,7484,131,0.003568103,4,4.19E-06,135,TRUE
12,C1RL,ENST00000266542,313,1,1.58E-05,0,0,1,FALSE
1,C1orf100,ENST00000308105,502,2,0.000142338,0,0,2,FALSE
1,C1orf116,ENST00000359470,14234,64,0.007262909,6,6.28E-06,70,TRUE
1,C1orf127,ENST00000377004,425,0,NA,2,2.09E-06,2,FALSE
1,C1orf167,ENST00000433342,48202,17,0.00133749,6,6.28E-06,23,TRUE
1,C1orf185,ENST00000371759,496,1,0.000115914,4,4.19E-06,5,FALSE
1,C1orf194,ENST00000369948,5281,57,0.002578711,0,0,57,TRUE
1,C1orf216,ENST00000270815,1696,1,0.000695517,0,0,1,TRUE
1,C1orf50,ENST00000372525,998,2,0.000129637,0,0,2,FALSE
1,C1orf53,ENST00000367393,1080,2,0.000351778,0,0,2,FALSE
1,C1orf56,ENST00000368926,3090,2,0.001361399,0,0,2,TRUE
1,C1orf87,ENST00000371201,3226,16,0.001023822,2,2.09E-06,18,TRUE
1,C1orf94,ENST00000488417,1010,2,0.000170298,0,0,2,TRUE
6,C2,ENST00000299367,651,2,9.15E-05,0,0,2,TRUE
20,C20orf141,ENST00000603872,2974,9,0.001400015,0,0,9,TRUE
20,C20orf202,ENST00000400633,1882,4,0.00093892,5,5.24E-06,9,TRUE
20,C20orf203,ENST00000608990,269,1,5.90E-05,0,0,1,FALSE
20,C20orf96,ENST00000360321,3914,8,0.001674632,2,2.09E-06,10,TRUE
22,C22orf15,ENST00000402217,2097,15,0.0007976,0,0,15,TRUE
22,C22orf23,ENST00000403305,2223,1,0.000720868,0,0,1,TRUE
22,C22orf39,ENST00000399562,6425,15,0.002999843,4,4.19E-06,19,TRUE
22,C22orf42,ENST00000382097,1961,5,0.000781974,2,2.09E-06,7,FALSE
11,C2CD3,ENST00000334126,1923,2,3.30E-05,0,0,2,TRUE
2,C2CD6,ENST00000439140,6372,11,0.002158539,12,1.26E-05,23,TRUE
2,C2orf16,ENST00000408964,19,0,NA,2,2.09E-06,2,FALSE
2,C2orf73,ENST00000398634,6226,102,0.003062301,2,2.09E-06,104,TRUE
2,C2orf78,ENST00000409561,237,1,4.07E-05,0,0,1,FALSE
2,C2orf80,ENST00000341287,666,2,0.000169796,0,0,2,TRUE
2,C2orf81,ENST00000290390,259,2,0.000105915,0,0,2,FALSE
3,C3orf14,ENST00000462069,348,1,2.54E-05,0,0,1,TRUE
3,C3orf20,ENST00000253697,2787,8,0.000946547,3,3.14E-06,11,TRUE
3,C3orf52,ENST00000264848,276,1,2.54E-06,0,0,1,FALSE
3,C3orf62,ENST00000343010,470,1,5.59E-06,0,0,1,TRUE
3,C3orf67,ENST00000482387,798,1,8.64E-06,0,0,1,FALSE
3,C3orf84,ENST00000545770,354,1,3.20E-05,0,0,1,FALSE
6,C4A,ENST00000428956,0,1,1.02E-06,0,0,1,TRUE
6,C4B,ENST00000435363,60,9,3.97E-05,0,0,9,TRUE
4,C4orf17,ENST00000326581,25797,6,0.00670816,92,9.63E-05,98,TRUE
4,C4orf33,ENST00000425929,8005,200,0.004122241,0,0,200,TRUE
4,C4orf36,ENST00000295898,374,1,4.22E-05,0,0,1,FALSE
4,C4orf47,ENST00000378850,31715,51,0.00406459,3,3.14E-06,54,TRUE
4,C4orf50,ENST00000531445,17755,98,0.008650765,6,6.28E-06,104,TRUE
4,C4orf51,ENST00000438731,4298,22,0.002126478,10,1.05E-05,32,TRUE
4,C4orf54,ENST00000511828,9019,16,0.003469486,8,8.38E-06,24,TRUE
9,C5,ENST00000223642,1200,2,0.000111843,0,0,2,TRUE
5,C5orf15,ENST00000231512,484,1,0.000145897,0,0,1,FALSE
5,C5orf34,ENST00000306862,1008,1,1.02E-06,0,0,1,TRUE
5,C5orf49,ENST00000399810,7828,125,0.004068302,0,0,125,TRUE
5,C5orf52,ENST00000409999,3389,2,0.000643061,8,8.38E-06,10,FALSE
5,C5orf63,ENST00000296662,2088,14,0.000933839,0,0,14,TRUE
5,C6,ENST00000337836,9894,36,0.004399076,20,2.09E-05,56,TRUE
6,C6orf132,ENST00000341865,1041,4,0.000113373,0,0,4,TRUE
6,C6orf15,ENST00000259870,23,1,2.03E-06,0,0,1,FALSE
5,C7,ENST00000313164,2452,1,3.00E-05,0,0,1,TRUE
7,C7orf31,ENST00000283905,985,1,6.61E-05,0,0,1,TRUE
7,C7orf33,ENST00000307003,681,1,0.000156067,0,0,1,FALSE
7,C7orf61,ENST00000332375,1116,3,0.00045243,0,0,3,FALSE
7,C7orf77,ENST00000616258,1164,3,0.000521627,0,0,3,TRUE
1,C8A,ENST00000361249,918,2,3.05E-06,0,0,2,FALSE
1,C8B,ENST00000371237,4202,8,0.001391354,0,0,8,TRUE
9,C8G,ENST00000371634,1556,2,0.000173867,0,0,2,TRUE
8,C8orf34,ENST00000518698,46951,6,0.001518642,2,2.09E-06,8,TRUE
8,C8orf44,ENST00000519561,9720,41,0.004883256,73,7.64E-05,114,TRUE
8,C8orf44-SGK3,ENST00000519289,406,2,4.53E-05,0,0,2,FALSE
8,C8orf74,ENST00000304519,3112,2,0.001410192,2,2.09E-06,4,TRUE
8,C8orf82,ENST00000524821,489,1,4.73E-05,0,0,1,FALSE
8,C8orf89,ENST00000624510,8093,214,0.004111704,8,8.38E-06,222,TRUE
5,C9,ENST00000263408,4858,9,0.001655706,3,3.14E-06,12,TRUE
9,C9orf135,ENST00000377197,927,6,0.00017996,0,0,6,TRUE
9,C9orf24,ENST00000297623,254,1,3.56E-06,0,0,1,FALSE
9,C9orf43,ENST00000374165,135272,2,7.22E-05,0,0,2,TRUE
9,C9orf57,ENST00000651200,958,1,0.000337036,0,0,1,TRUE
9,C9orf64,ENST00000376344,378,1,2.90E-05,0,0,1,FALSE
9,C9orf85,ENST00000334731,2876,1,0.001199943,0,0,1,TRUE
8,CA1,ENST00000523022,197,1,1.27E-05,0,0,1,FALSE
15,CA12,ENST00000178638,3382,2,0.001191088,0,0,2,TRUE
8,CA13,ENST00000321764,354,1,1.73E-05,0,0,1,TRUE
1,CA14,ENST00000369111,1384,3,0.000100654,0,0,3,TRUE
23,CA5B,ENST00000318636,436,1,4.02E-05,0,0,1,TRUE
9,CA9,ENST00000378357,1228,2,0.00036957,0,0,2,TRUE
13,CAB39L,ENST00000409308,1112,3,0.000255702,0,0,3,FALSE
12,CABP1,ENST00000288616,267,1,0.000104213,0,0,1,FALSE
11,CABP2,ENST00000294288,1765,2,0.000836244,0,0,2,TRUE
11,CABP4,ENST00000325656,788,1,6.10E-06,0,0,1,TRUE
18,CABYR,ENST00000399496,1044,1,0.00015708,0,0,1,TRUE
17,CACNA1G,ENST00000359106,988,4,0.000396523,0,0,4,FALSE
16,CACNA1H,ENST00000348261,1384,16,0.000359412,0,0,16,FALSE
1,CACNA1S,ENST00000362061,1159,2,6.41E-05,5,5.24E-06,7,FALSE
12,CACNA2D4,ENST00000382722,3615,6,0.000262842,0,0,6,TRUE
19,CACNG6,ENST00000252729,697,3,0.000152551,0,0,3,TRUE
6,CAGE1,ENST00000502583,2262,1,0.000732025,0,0,1,TRUE
17,CALCOCO2,ENST00000258947,181,1,4.07E-06,0,0,1,TRUE
7,CALCR,ENST00000426151,1243,1,9.15E-06,0,0,1,FALSE
10,CALHM1,ENST00000329905,460,2,9.91E-05,0,0,2,TRUE
10,CALHM2,ENST00000260743,21135,3,0.00065272,0,0,3,TRUE
6,CALHM4,ENST00000368596,372,1,2.64E-05,0,0,1,FALSE
15,CALML4,ENST00000467889,45524,9,0.001775819,2,2.09E-06,11,TRUE
7,CALN1,ENST00000395275,1239,3,0.000544451,0,0,3,TRUE
2,CAPG,ENST00000263867,1977,5,0.000649172,2,2.09E-06,7,TRUE
2,CAPN10,ENST00000391984,625,1,4.22E-05,0,0,1,FALSE
6,CAPN11,ENST00000398776,111467,4,0.000580045,0,0,4,TRUE
19,CAPN12,ENST00000328867,3821,7,0.000533773,0,0,7,TRUE
2,CAPN13,ENST00000295055,1764,3,0.000143867,0,0,3,FALSE
2,CAPN14,ENST00000403897,2070,5,0.000259259,0,0,5,TRUE
1,CAPN2,ENST00000295006,672,2,2.54E-06,0,0,2,TRUE
15,CAPN3,ENST00000397163,1764,2,0.000150983,0,0,2,TRUE
3,CAPN7,ENST00000253693,817,1,1.73E-05,0,0,1,FALSE
1,CAPN8,ENST00000366872,684,1,9.56E-05,0,0,1,TRUE
1,CAPN9,ENST00000271971,13490,116,0.00635732,37,3.87E-05,153,TRUE
16,CAPNS2,ENST00000457326,323,1,3.56E-06,0,0,1,TRUE
12,CAPS2,ENST00000393284,11475,32,0.005441519,9,9.42E-06,41,TRUE
5,CAPSL,ENST00000651391,395,0,NA,2,2.09E-06,2,TRUE
17,CARD14,ENST00000648509,1361,2,8.13E-06,0,0,2,TRUE
