EFO ID,Ensembl gene ID,Gene symbol,Disease name
CHEBI_9150,ENSG00000130203,APOE,
DOID_10113,ENSG00000100342,APOL1,trypanosomiasis
DOID_10113,ENSG00000113578,FGF1,trypanosomiasis
DOID_10113,ENSG00000115758,ODC1,trypanosomiasis
DOID_13406,ENSG00000106348,IMPDH1,pulmonary sarcoidosis
DOID_13406,ENSG00000113580,NR3C1,pulmonary sarcoidosis
DOID_13406,ENSG00000178035,IMPDH2,pulmonary sarcoidosis
DOID_13406,ENSG00000196664,TLR7,pulmonary sarcoidosis
DOID_13406,ENSG00000239732,TLR9,pulmonary sarcoidosis
DOID_7551,ENSG00000118113,MMP8,gonorrhea
DOID_7551,ENSG00000137673,MMP7,gonorrhea
DOID_7551,ENSG00000137745,MMP13,gonorrhea
DOID_7551,ENSG00000196611,MMP1,gonorrhea
EFO_0000094,ENSG00000012124,CD22,B-cell acute lymphoblastic leukemia
EFO_0000094,ENSG00000177455,CD19,B-cell acute lymphoblastic leukemia
EFO_0000095,ENSG00000010671,BTK,chronic lymphocytic leukemia
EFO_0000095,ENSG00000014138,POLA2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000062822,POLD1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000077514,POLD3,chronic lymphocytic leukemia
EFO_0000095,ENSG00000097007,ABL1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000100387,RBX1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000100479,POLE2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000101162,TUBB1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000101868,POLA1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000104833,TUBB4A,chronic lymphocytic leukemia
EFO_0000095,ENSG00000105851,PIK3CG,chronic lymphocytic leukemia
EFO_0000095,ENSG00000106628,POLD2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000111424,VDR,chronic lymphocytic leukemia
EFO_0000095,ENSG00000113580,NR3C1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000113851,CRBN,chronic lymphocytic leukemia
EFO_0000095,ENSG00000115268,RPS15,chronic lymphocytic leukemia
EFO_0000095,ENSG00000119535,CSF3R,chronic lymphocytic leukemia
EFO_0000095,ENSG00000123374,CDK2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000131747,TOP2A,chronic lymphocytic leukemia
EFO_0000095,ENSG00000136807,CDK9,chronic lymphocytic leukemia
EFO_0000095,ENSG00000137267,TUBB2A,chronic lymphocytic leukemia
EFO_0000095,ENSG00000137285,TUBB2B,chronic lymphocytic leukemia
EFO_0000095,ENSG00000139842,CUL4A,chronic lymphocytic leukemia
EFO_0000095,ENSG00000146143,PRIM2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000148229,POLE3,chronic lymphocytic leukemia
EFO_0000095,ENSG00000152213,ARL11,chronic lymphocytic leukemia
EFO_0000095,ENSG00000156738,MS4A1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000164885,CDK5,chronic lymphocytic leukemia
EFO_0000095,ENSG00000167325,RRM1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000167986,DDB1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000169442,CD52,chronic lymphocytic leukemia
EFO_0000095,ENSG00000170312,CDK1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000171608,PIK3CD,chronic lymphocytic leukemia
EFO_0000095,ENSG00000171791,BCL2,chronic lymphocytic leukemia
EFO_0000095,ENSG00000175482,POLD4,chronic lymphocytic leukemia
EFO_0000095,ENSG00000176014,TUBB6,chronic lymphocytic leukemia
EFO_0000095,ENSG00000177084,POLE,chronic lymphocytic leukemia
EFO_0000095,ENSG00000187266,EPOR,chronic lymphocytic leukemia
EFO_0000095,ENSG00000188229,TUBB4B,chronic lymphocytic leukemia
EFO_0000095,ENSG00000196230,TUBB,chronic lymphocytic leukemia
EFO_0000095,ENSG00000196839,ADA,chronic lymphocytic leukemia
EFO_0000095,ENSG00000198056,PRIM1,chronic lymphocytic leukemia
EFO_0000095,ENSG00000213923,CSNK1E,chronic lymphocytic leukemia
EFO_0000095,ENSG00000258947,TUBB3,chronic lymphocytic leukemia
EFO_0000095,ENSG00000261456,TUBB8,chronic lymphocytic leukemia
EFO_0000096,ENSG00000010671,BTK,neoplasm of mature B-cells
EFO_0000096,ENSG00000014138,POLA2,neoplasm of mature B-cells
EFO_0000096,ENSG00000062822,POLD1,neoplasm of mature B-cells
EFO_0000096,ENSG00000077097,TOP2B,neoplasm of mature B-cells
EFO_0000096,ENSG00000077514,POLD3,neoplasm of mature B-cells
EFO_0000096,ENSG00000100479,POLE2,neoplasm of mature B-cells
EFO_0000096,ENSG00000101162,TUBB1,neoplasm of mature B-cells
EFO_0000096,ENSG00000101868,POLA1,neoplasm of mature B-cells
EFO_0000096,ENSG00000104687,GSR,neoplasm of mature B-cells
EFO_0000096,ENSG00000104833,TUBB4A,neoplasm of mature B-cells
EFO_0000096,ENSG00000105851,PIK3CG,neoplasm of mature B-cells
EFO_0000096,ENSG00000106628,POLD2,neoplasm of mature B-cells
EFO_0000096,ENSG00000112715,VEGFA,neoplasm of mature B-cells
EFO_0000096,ENSG00000113580,NR3C1,neoplasm of mature B-cells
EFO_0000096,ENSG00000121879,PIK3CA,neoplasm of mature B-cells
EFO_0000096,ENSG00000131747,TOP2A,neoplasm of mature B-cells
EFO_0000096,ENSG00000137267,TUBB2A,neoplasm of mature B-cells
EFO_0000096,ENSG00000137285,TUBB2B,neoplasm of mature B-cells
EFO_0000096,ENSG00000146143,PRIM2,neoplasm of mature B-cells
EFO_0000096,ENSG00000148229,POLE3,neoplasm of mature B-cells
EFO_0000096,ENSG00000156738,MS4A1,neoplasm of mature B-cells
EFO_0000096,ENSG00000160654,CD3G,neoplasm of mature B-cells
EFO_0000096,ENSG00000167286,CD3D,neoplasm of mature B-cells
EFO_0000096,ENSG00000167325,RRM1,neoplasm of mature B-cells
EFO_0000096,ENSG00000171608,PIK3CD,neoplasm of mature B-cells
EFO_0000096,ENSG00000175482,POLD4,neoplasm of mature B-cells
EFO_0000096,ENSG00000176014,TUBB6,neoplasm of mature B-cells
EFO_0000096,ENSG00000177084,POLE,neoplasm of mature B-cells
EFO_0000096,ENSG00000188229,TUBB4B,neoplasm of mature B-cells
EFO_0000096,ENSG00000196230,TUBB,neoplasm of mature B-cells
EFO_0000096,ENSG00000198056,PRIM1,neoplasm of mature B-cells
EFO_0000096,ENSG00000198851,CD3E,neoplasm of mature B-cells
EFO_0000096,ENSG00000228716,DHFR,neoplasm of mature B-cells
EFO_0000096,ENSG00000258947,TUBB3,neoplasm of mature B-cells
EFO_0000096,ENSG00000261456,TUBB8,neoplasm of mature B-cells
EFO_0000174,ENSG00000006468,ETV1,Ewing sarcoma
EFO_0000174,ENSG00000077097,TOP2B,Ewing sarcoma
EFO_0000174,ENSG00000101162,TUBB1,Ewing sarcoma
EFO_0000174,ENSG00000104833,TUBB4A,Ewing sarcoma
EFO_0000174,ENSG00000119508,NR4A3,Ewing sarcoma
EFO_0000174,ENSG00000131747,TOP2A,Ewing sarcoma
EFO_0000174,ENSG00000137267,TUBB2A,Ewing sarcoma
EFO_0000174,ENSG00000137285,TUBB2B,Ewing sarcoma
EFO_0000174,ENSG00000142319,SLC6A3,Ewing sarcoma
EFO_0000174,ENSG00000151702,FLI1,Ewing sarcoma
EFO_0000174,ENSG00000157554,ERG,Ewing sarcoma
EFO_0000174,ENSG00000160752,FDPS,Ewing sarcoma
EFO_0000174,ENSG00000176014,TUBB6,Ewing sarcoma
EFO_0000174,ENSG00000182944,EWSR1,Ewing sarcoma
EFO_0000174,ENSG00000188229,TUBB4B,Ewing sarcoma
EFO_0000174,ENSG00000196230,TUBB,Ewing sarcoma
EFO_0000174,ENSG00000198900,TOP1,Ewing sarcoma
EFO_0000174,ENSG00000258947,TUBB3,Ewing sarcoma
EFO_0000174,ENSG00000261456,TUBB8,Ewing sarcoma
EFO_0000178,ENSG00000101162,TUBB1,gastric carcinoma
EFO_0000178,ENSG00000104833,TUBB4A,gastric carcinoma
EFO_0000178,ENSG00000128052,KDR,gastric carcinoma
EFO_0000178,ENSG00000137267,TUBB2A,gastric carcinoma
EFO_0000178,ENSG00000137285,TUBB2B,gastric carcinoma
EFO_0000178,ENSG00000176014,TUBB6,gastric carcinoma
EFO_0000178,ENSG00000176890,TYMS,gastric carcinoma
EFO_0000178,ENSG00000188229,TUBB4B,gastric carcinoma
EFO_0000178,ENSG00000188389,PDCD1,gastric carcinoma
EFO_0000178,ENSG00000188641,DPYD,gastric carcinoma
EFO_0000178,ENSG00000196230,TUBB,gastric carcinoma
EFO_0000178,ENSG00000198900,TOP1,gastric carcinoma
EFO_0000178,ENSG00000258947,TUBB3,gastric carcinoma
EFO_0000178,ENSG00000261456,TUBB8,gastric carcinoma
EFO_0000180,ENSG00000010610,CD4,HIV-1 infection
EFO_0000180,ENSG00000021461,CYP3A43,HIV-1 infection
EFO_0000180,ENSG00000077097,TOP2B,HIV-1 infection
EFO_0000180,ENSG00000101162,TUBB1,HIV-1 infection
EFO_0000180,ENSG00000104833,TUBB4A,HIV-1 infection
EFO_0000180,ENSG00000106258,CYP3A5,HIV-1 infection
EFO_0000180,ENSG00000108691,CCL2,HIV-1 infection
EFO_0000180,ENSG00000111537,IFNG,HIV-1 infection
EFO_0000180,ENSG00000131747,TOP2A,HIV-1 infection
EFO_0000180,ENSG00000137267,TUBB2A,HIV-1 infection
EFO_0000180,ENSG00000137285,TUBB2B,HIV-1 infection
EFO_0000180,ENSG00000160791,CCR5,HIV-1 infection
EFO_0000180,ENSG00000160868,CYP3A4,HIV-1 infection
EFO_0000180,ENSG00000160870,CYP3A7,HIV-1 infection
EFO_0000180,ENSG00000176014,TUBB6,HIV-1 infection
EFO_0000180,ENSG00000188229,TUBB4B,HIV-1 infection
EFO_0000180,ENSG00000196230,TUBB,HIV-1 infection
EFO_0000180,ENSG00000258947,TUBB3,HIV-1 infection
EFO_0000180,ENSG00000261456,TUBB8,HIV-1 infection
EFO_0000181,ENSG00000019991,HGF,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000037280,FLT4,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000101162,TUBB1,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000102755,FLT1,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000104833,TUBB4A,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000105810,CDK6,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000120217,CD274,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000128052,KDR,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000134545,KLRC1,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000135446,CDK4,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000137267,TUBB2A,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000137285,TUBB2B,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000141510,TP53,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000141736,ERBB2,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000146648,EGFR,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000153487,ING1,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000163599,CTLA4,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000171862,PTEN,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000176014,TUBB6,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000176890,TYMS,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000178568,ERBB4,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000188229,TUBB4B,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000188389,PDCD1,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000196230,TUBB,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000228716,DHFR,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000258947,TUBB3,head and neck squamous cell carcinoma
EFO_0000181,ENSG00000261456,TUBB8,head and neck squamous cell carcinoma
EFO_0000182,ENSG00000014138,POLA2,hepatocellular carcinoma
EFO_0000182,ENSG00000037280,FLT4,hepatocellular carcinoma
EFO_0000182,ENSG00000062822,POLD1,hepatocellular carcinoma
EFO_0000182,ENSG00000066468,FGFR2,hepatocellular carcinoma
EFO_0000182,ENSG00000068078,FGFR3,hepatocellular carcinoma
EFO_0000182,ENSG00000073756,PTGS2,hepatocellular carcinoma
EFO_0000182,ENSG00000074410,CA12,hepatocellular carcinoma
EFO_0000182,ENSG00000077514,POLD3,hepatocellular carcinoma
EFO_0000182,ENSG00000077782,FGFR1,hepatocellular carcinoma
EFO_0000182,ENSG00000088832,FKBP1A,hepatocellular carcinoma
EFO_0000182,ENSG00000095303,PTGS1,hepatocellular carcinoma
EFO_0000182,ENSG00000097007,ABL1,hepatocellular carcinoma
EFO_0000182,ENSG00000100387,RBX1,hepatocellular carcinoma
EFO_0000182,ENSG00000100479,POLE2,hepatocellular carcinoma
EFO_0000182,ENSG00000101868,POLA1,hepatocellular carcinoma
EFO_0000182,ENSG00000102755,FLT1,hepatocellular carcinoma
EFO_0000182,ENSG00000103126,AXIN1,hepatocellular carcinoma
EFO_0000182,ENSG00000104267,CA2,hepatocellular carcinoma
EFO_0000182,ENSG00000105976,MET,hepatocellular carcinoma
EFO_0000182,ENSG00000106348,IMPDH1,hepatocellular carcinoma
EFO_0000182,ENSG00000106628,POLD2,hepatocellular carcinoma
EFO_0000182,ENSG00000111424,VDR,hepatocellular carcinoma
EFO_0000182,ENSG00000111816,FRK,hepatocellular carcinoma
EFO_0000182,ENSG00000112715,VEGFA,hepatocellular carcinoma
EFO_0000182,ENSG00000113161,HMGCR,hepatocellular carcinoma
EFO_0000182,ENSG00000113578,FGF1,hepatocellular carcinoma
EFO_0000182,ENSG00000113580,NR3C1,hepatocellular carcinoma
EFO_0000182,ENSG00000113721,PDGFRB,hepatocellular carcinoma
EFO_0000182,ENSG00000113851,CRBN,hepatocellular carcinoma
EFO_0000182,ENSG00000115353,TACR1,hepatocellular carcinoma
EFO_0000182,ENSG00000120156,TEK,hepatocellular carcinoma
EFO_0000182,ENSG00000120217,CD274,hepatocellular carcinoma
EFO_0000182,ENSG00000122025,FLT3,hepatocellular carcinoma
EFO_0000182,ENSG00000128052,KDR,hepatocellular carcinoma
EFO_0000182,ENSG00000128059,PPAT,hepatocellular carcinoma
EFO_0000182,ENSG00000131747,TOP2A,hepatocellular carcinoma
EFO_0000182,ENSG00000132155,RAF1,hepatocellular carcinoma
EFO_0000182,ENSG00000132671,SSTR4,hepatocellular carcinoma
EFO_0000182,ENSG00000133742,CA1,hepatocellular carcinoma
EFO_0000182,ENSG00000134853,PDGFRA,hepatocellular carcinoma
EFO_0000182,ENSG00000134982,APC,hepatocellular carcinoma
EFO_0000182,ENSG00000138685,FGF2,hepatocellular carcinoma
EFO_0000182,ENSG00000139842,CUL4A,hepatocellular carcinoma
EFO_0000182,ENSG00000139874,SSTR1,hepatocellular carcinoma
EFO_0000182,ENSG00000140009,ESR2,hepatocellular carcinoma
EFO_0000182,ENSG00000141510,TP53,hepatocellular carcinoma
EFO_0000182,ENSG00000142166,IFNAR1,hepatocellular carcinoma
EFO_0000182,ENSG00000142627,EPHA2,hepatocellular carcinoma
EFO_0000182,ENSG00000146143,PRIM2,hepatocellular carcinoma
EFO_0000182,ENSG00000146648,EGFR,hepatocellular carcinoma
EFO_0000182,ENSG00000148229,POLE3,hepatocellular carcinoma
EFO_0000182,ENSG00000157404,KIT,hepatocellular carcinoma
EFO_0000182,ENSG00000157764,BRAF,hepatocellular carcinoma
EFO_0000182,ENSG00000159110,IFNAR2,hepatocellular carcinoma
EFO_0000182,ENSG00000160752,FDPS,hepatocellular carcinoma
EFO_0000182,ENSG00000160867,FGFR4,hepatocellular carcinoma
EFO_0000182,ENSG00000162009,SSTR5,hepatocellular carcinoma
EFO_0000182,ENSG00000162733,DDR2,hepatocellular carcinoma
EFO_0000182,ENSG00000163599,CTLA4,hepatocellular carcinoma
EFO_0000182,ENSG00000164400,CSF2,hepatocellular carcinoma
EFO_0000182,ENSG00000165731,RET,hepatocellular carcinoma
EFO_0000182,ENSG00000166736,HTR3A,hepatocellular carcinoma
EFO_0000182,ENSG00000167325,RRM1,hepatocellular carcinoma
EFO_0000182,ENSG00000167434,CA4,hepatocellular carcinoma
EFO_0000182,ENSG00000167986,DDB1,hepatocellular carcinoma
EFO_0000182,ENSG00000173083,HPSE,hepatocellular carcinoma
EFO_0000182,ENSG00000175482,POLD4,hepatocellular carcinoma
EFO_0000182,ENSG00000176890,TYMS,hepatocellular carcinoma
EFO_0000182,ENSG00000177084,POLE,hepatocellular carcinoma
EFO_0000182,ENSG00000178035,IMPDH2,hepatocellular carcinoma
EFO_0000182,ENSG00000180616,SSTR2,hepatocellular carcinoma
EFO_0000182,ENSG00000181847,TIGIT,hepatocellular carcinoma
EFO_0000182,ENSG00000182578,CSF1R,hepatocellular carcinoma
EFO_0000182,ENSG00000185386,MAPK11,hepatocellular carcinoma
EFO_0000182,ENSG00000188389,PDCD1,hepatocellular carcinoma
EFO_0000182,ENSG00000196262,PPIA,hepatocellular carcinoma
EFO_0000182,ENSG00000198056,PRIM1,hepatocellular carcinoma
EFO_0000182,ENSG00000198400,NTRK1,hepatocellular carcinoma
EFO_0000182,ENSG00000198900,TOP1,hepatocellular carcinoma
EFO_0000182,ENSG00000278195,SSTR3,hepatocellular carcinoma
EFO_0000183,ENSG00000014138,POLA2,Hodgkins lymphoma
EFO_0000183,ENSG00000048052,HDAC9,Hodgkins lymphoma
EFO_0000183,ENSG00000061273,HDAC7,Hodgkins lymphoma
EFO_0000183,ENSG00000062822,POLD1,Hodgkins lymphoma
EFO_0000183,ENSG00000068024,HDAC4,Hodgkins lymphoma
EFO_0000183,ENSG00000077097,TOP2B,Hodgkins lymphoma
EFO_0000183,ENSG00000077514,POLD3,Hodgkins lymphoma
EFO_0000183,ENSG00000088832,FKBP1A,Hodgkins lymphoma
EFO_0000183,ENSG00000089692,LAG3,Hodgkins lymphoma
EFO_0000183,ENSG00000094631,HDAC6,Hodgkins lymphoma
EFO_0000183,ENSG00000100429,HDAC10,Hodgkins lymphoma
EFO_0000183,ENSG00000100479,POLE2,Hodgkins lymphoma
EFO_0000183,ENSG00000101162,TUBB1,Hodgkins lymphoma
EFO_0000183,ENSG00000101868,POLA1,Hodgkins lymphoma
EFO_0000183,ENSG00000104687,GSR,Hodgkins lymphoma
EFO_0000183,ENSG00000104833,TUBB4A,Hodgkins lymphoma
EFO_0000183,ENSG00000106348,IMPDH1,Hodgkins lymphoma
EFO_0000183,ENSG00000106628,POLD2,Hodgkins lymphoma
EFO_0000183,ENSG00000108840,HDAC5,Hodgkins lymphoma
EFO_0000183,ENSG00000113263,ITK,Hodgkins lymphoma
EFO_0000183,ENSG00000113580,NR3C1,Hodgkins lymphoma
EFO_0000183,ENSG00000116478,HDAC1,Hodgkins lymphoma
EFO_0000183,ENSG00000119535,CSF3R,Hodgkins lymphoma
EFO_0000183,ENSG00000120949,TNFRSF8,Hodgkins lymphoma
EFO_0000183,ENSG00000131747,TOP2A,Hodgkins lymphoma
EFO_0000183,ENSG00000137267,TUBB2A,Hodgkins lymphoma
EFO_0000183,ENSG00000137285,TUBB2B,Hodgkins lymphoma
EFO_0000183,ENSG00000146143,PRIM2,Hodgkins lymphoma
EFO_0000183,ENSG00000147099,HDAC8,Hodgkins lymphoma
EFO_0000183,ENSG00000148229,POLE3,Hodgkins lymphoma
EFO_0000183,ENSG00000156738,MS4A1,Hodgkins lymphoma
EFO_0000183,ENSG00000163517,HDAC11,Hodgkins lymphoma
EFO_0000183,ENSG00000167325,RRM1,Hodgkins lymphoma
EFO_0000183,ENSG00000171720,HDAC3,Hodgkins lymphoma
EFO_0000183,ENSG00000175482,POLD4,Hodgkins lymphoma
EFO_0000183,ENSG00000176014,TUBB6,Hodgkins lymphoma
EFO_0000183,ENSG00000177084,POLE,Hodgkins lymphoma
EFO_0000183,ENSG00000178035,IMPDH2,Hodgkins lymphoma
EFO_0000183,ENSG00000185909,KLHDC8B,Hodgkins lymphoma
EFO_0000183,ENSG00000188229,TUBB4B,Hodgkins lymphoma
EFO_0000183,ENSG00000188389,PDCD1,Hodgkins lymphoma
EFO_0000183,ENSG00000196230,TUBB,Hodgkins lymphoma
EFO_0000183,ENSG00000196262,PPIA,Hodgkins lymphoma
EFO_0000183,ENSG00000196591,HDAC2,Hodgkins lymphoma
EFO_0000183,ENSG00000198056,PRIM1,Hodgkins lymphoma
EFO_0000183,ENSG00000228716,DHFR,Hodgkins lymphoma
EFO_0000183,ENSG00000258947,TUBB3,Hodgkins lymphoma
EFO_0000183,ENSG00000261456,TUBB8,Hodgkins lymphoma
EFO_0000186,ENSG00000091831,ESR1,invasive breast ductal carcinoma
EFO_0000186,ENSG00000101162,TUBB1,invasive breast ductal carcinoma
EFO_0000186,ENSG00000104833,TUBB4A,invasive breast ductal carcinoma
EFO_0000186,ENSG00000120217,CD274,invasive breast ductal carcinoma
EFO_0000186,ENSG00000137267,TUBB2A,invasive breast ductal carcinoma
EFO_0000186,ENSG00000137285,TUBB2B,invasive breast ductal carcinoma
EFO_0000186,ENSG00000137869,CYP19A1,invasive breast ductal carcinoma
EFO_0000186,ENSG00000140009,ESR2,invasive breast ductal carcinoma
EFO_0000186,ENSG00000176014,TUBB6,invasive breast ductal carcinoma
EFO_0000186,ENSG00000188229,TUBB4B,invasive breast ductal carcinoma
EFO_0000186,ENSG00000196230,TUBB,invasive breast ductal carcinoma
EFO_0000186,ENSG00000258947,TUBB3,invasive breast ductal carcinoma
EFO_0000186,ENSG00000261456,TUBB8,invasive breast ductal carcinoma
EFO_0000191,ENSG00000142867,BCL10,MALT lymphoma
EFO_0000191,ENSG00000156738,MS4A1,MALT lymphoma
EFO_0000195,ENSG00000004779,NDUFAB1,metabolic syndrome
EFO_0000195,ENSG00000007314,SCN4A,metabolic syndrome
EFO_0000195,ENSG00000011677,GABRA3,metabolic syndrome
EFO_0000195,ENSG00000015520,NPC1L1,metabolic syndrome
EFO_0000195,ENSG00000022355,GABRA1,metabolic syndrome
EFO_0000195,ENSG00000023228,NDUFS1,metabolic syndrome
EFO_0000195,ENSG00000065518,NDUFB4,metabolic syndrome
EFO_0000195,ENSG00000070915,SLC12A3,metabolic syndrome
EFO_0000195,ENSG00000090266,NDUFB2,metabolic syndrome
EFO_0000195,ENSG00000094755,GABRP,metabolic syndrome
EFO_0000195,ENSG00000099795,NDUFB7,metabolic syndrome
EFO_0000195,ENSG00000102287,GABRE,metabolic syndrome
EFO_0000195,ENSG00000104267,CA2,metabolic syndrome
EFO_0000195,ENSG00000105204,DYRK1B,metabolic syndrome
EFO_0000195,ENSG00000105737,GRIK5,metabolic syndrome
EFO_0000195,ENSG00000109158,GABRA4,metabolic syndrome
EFO_0000195,ENSG00000109390,NDUFC1,metabolic syndrome
EFO_0000195,ENSG00000110717,NDUFS8,metabolic syndrome
EFO_0000195,ENSG00000112164,GLP1R,metabolic syndrome
EFO_0000195,ENSG00000113161,HMGCR,metabolic syndrome
EFO_0000195,ENSG00000113327,GABRG2,metabolic syndrome
EFO_0000195,ENSG00000115159,GPD2,metabolic syndrome
EFO_0000195,ENSG00000115286,NDUFS7,metabolic syndrome
EFO_0000195,ENSG00000115594,IL1R1,metabolic syndrome
EFO_0000195,ENSG00000118432,CNR1,metabolic syndrome
EFO_0000195,ENSG00000119013,NDUFB3,metabolic syndrome
EFO_0000195,ENSG00000119421,NDUFA8,metabolic syndrome
EFO_0000195,ENSG00000120251,GRIA2,metabolic syndrome
EFO_0000195,ENSG00000123545,NDUFAF4,metabolic syndrome
EFO_0000195,ENSG00000125356,NDUFA1,metabolic syndrome
EFO_0000195,ENSG00000125675,GRIA3,metabolic syndrome
EFO_0000195,ENSG00000128609,NDUFA5,metabolic syndrome
EFO_0000195,ENSG00000130414,NDUFA10,metabolic syndrome
EFO_0000195,ENSG00000131495,NDUFA2,metabolic syndrome
EFO_0000195,ENSG00000132170,PPARG,metabolic syndrome
EFO_0000195,ENSG00000136521,NDUFB5,metabolic syndrome
EFO_0000195,ENSG00000136531,SCN2A,metabolic syndrome
EFO_0000195,ENSG00000136546,SCN7A,metabolic syndrome
EFO_0000195,ENSG00000136574,GATA4,metabolic syndrome
EFO_0000195,ENSG00000137806,NDUFAF1,metabolic syndrome
EFO_0000195,ENSG00000139180,NDUFA9,metabolic syndrome
EFO_0000195,ENSG00000140675,SLC5A2,metabolic syndrome
EFO_0000195,ENSG00000140990,NDUFB10,metabolic syndrome
EFO_0000195,ENSG00000141448,GATA6,metabolic syndrome
EFO_0000195,ENSG00000144285,SCN1A,metabolic syndrome
EFO_0000195,ENSG00000144891,AGTR1,metabolic syndrome
EFO_0000195,ENSG00000145494,NDUFS6,metabolic syndrome
EFO_0000195,ENSG00000145863,GABRA6,metabolic syndrome
EFO_0000195,ENSG00000145864,GABRB2,metabolic syndrome
EFO_0000195,ENSG00000147123,NDUFB11,metabolic syndrome
EFO_0000195,ENSG00000147684,NDUFB9,metabolic syndrome
EFO_0000195,ENSG00000149403,GRIK4,metabolic syndrome
EFO_0000195,ENSG00000151366,NDUFC2,metabolic syndrome
EFO_0000195,ENSG00000151834,GABRA2,metabolic syndrome
EFO_0000195,ENSG00000152578,GRIA4,metabolic syndrome
EFO_0000195,ENSG00000153253,SCN3A,metabolic syndrome
EFO_0000195,ENSG00000155511,GRIA1,metabolic syndrome
EFO_0000195,ENSG00000158864,NDUFS2,metabolic syndrome
EFO_0000195,ENSG00000160194,NDUFV3,metabolic syndrome
EFO_0000195,ENSG00000163285,GABRG1,metabolic syndrome
EFO_0000195,ENSG00000163288,GABRB1,metabolic syndrome
EFO_0000195,ENSG00000163873,GRIK3,metabolic syndrome
EFO_0000195,ENSG00000164182,NDUFAF2,metabolic syndrome
EFO_0000195,ENSG00000164258,NDUFS4,metabolic syndrome
EFO_0000195,ENSG00000164418,GRIK2,metabolic syndrome
EFO_0000195,ENSG00000165264,NDUFB6,metabolic syndrome
EFO_0000195,ENSG00000166136,NDUFB8,metabolic syndrome
EFO_0000195,ENSG00000166206,GABRB3,metabolic syndrome
EFO_0000195,ENSG00000167434,CA4,metabolic syndrome
EFO_0000195,ENSG00000167792,NDUFV1,metabolic syndrome
EFO_0000195,ENSG00000168356,SCN11A,metabolic syndrome
EFO_0000195,ENSG00000168653,NDUFS5,metabolic syndrome
EFO_0000195,ENSG00000169083,AR,metabolic syndrome
EFO_0000195,ENSG00000169432,SCN9A,metabolic syndrome
EFO_0000195,ENSG00000170906,NDUFA3,metabolic syndrome
EFO_0000195,ENSG00000171189,GRIK1,metabolic syndrome
EFO_0000195,ENSG00000174886,NDUFA11,metabolic syndrome
EFO_0000195,ENSG00000178057,NDUFAF3,metabolic syndrome
EFO_0000195,ENSG00000178127,NDUFV2,metabolic syndrome
EFO_0000195,ENSG00000182256,GABRG3,metabolic syndrome
EFO_0000195,ENSG00000183648,NDUFB1,metabolic syndrome
EFO_0000195,ENSG00000183873,SCN5A,metabolic syndrome
EFO_0000195,ENSG00000184752,NDUFA12,metabolic syndrome
EFO_0000195,ENSG00000184983,NDUFA6,metabolic syndrome
EFO_0000195,ENSG00000185313,SCN10A,metabolic syndrome
EFO_0000195,ENSG00000185633,NDUFA4L2,metabolic syndrome
EFO_0000195,ENSG00000186010,NDUFA13,metabolic syndrome
EFO_0000195,ENSG00000186297,GABRA5,metabolic syndrome
EFO_0000195,ENSG00000187730,GABRD,metabolic syndrome
EFO_0000195,ENSG00000189043,NDUFA4,metabolic syndrome
EFO_0000195,ENSG00000196876,SCN8A,metabolic syndrome
