EFO ID,Ensembl gene ID,Gene symbol,Disease name
EFO_0003103,ENSG00000205268,PDE7A,urinary tract infection
EFO_0003105,ENSG00000148498,PARD3,spina bifida
EFO_0003105,ENSG00000162738,VANGL2,spina bifida
EFO_0003105,ENSG00000164458,TBXT,spina bifida
EFO_0003105,ENSG00000164933,SLC25A32,spina bifida
EFO_0003105,ENSG00000165617,DACT1,spina bifida
EFO_0003105,ENSG00000173218,VANGL1,spina bifida
EFO_0003105,ENSG00000180900,SCRIB,spina bifida
EFO_0003106,ENSG00000015413,DPEP1,pneumonia
EFO_0003106,ENSG00000021461,CYP3A43,pneumonia
EFO_0003106,ENSG00000061918,GUCY1B1,pneumonia
EFO_0003106,ENSG00000065989,PDE4A,pneumonia
EFO_0003106,ENSG00000073756,PTGS2,pneumonia
EFO_0003106,ENSG00000095303,PTGS1,pneumonia
EFO_0003106,ENSG00000096968,JAK2,pneumonia
EFO_0003106,ENSG00000097007,ABL1,pneumonia
EFO_0003106,ENSG00000105650,PDE4C,pneumonia
EFO_0003106,ENSG00000106258,CYP3A5,pneumonia
EFO_0003106,ENSG00000113161,HMGCR,pneumonia
EFO_0003106,ENSG00000113448,PDE4D,pneumonia
EFO_0003106,ENSG00000113580,NR3C1,pneumonia
EFO_0003106,ENSG00000113721,PDGFRB,pneumonia
EFO_0003106,ENSG00000115594,IL1R1,pneumonia
EFO_0003106,ENSG00000117601,SERPINC1,pneumonia
EFO_0003106,ENSG00000118113,MMP8,pneumonia
EFO_0003106,ENSG00000123201,GUCY1B2,pneumonia
EFO_0003106,ENSG00000125538,IL1B,pneumonia
EFO_0003106,ENSG00000136869,TLR4,pneumonia
EFO_0003106,ENSG00000137673,MMP7,pneumonia
EFO_0003106,ENSG00000137745,MMP13,pneumonia
EFO_0003106,ENSG00000142166,IFNAR1,pneumonia
EFO_0003106,ENSG00000154589,LY96,pneumonia
EFO_0003106,ENSG00000157404,KIT,pneumonia
EFO_0003106,ENSG00000159110,IFNAR2,pneumonia
EFO_0003106,ENSG00000159640,ACE,pneumonia
EFO_0003106,ENSG00000160712,IL6R,pneumonia
EFO_0003106,ENSG00000160868,CYP3A4,pneumonia
EFO_0003106,ENSG00000160870,CYP3A7,pneumonia
EFO_0003106,ENSG00000162434,JAK1,pneumonia
EFO_0003106,ENSG00000163464,CXCR1,pneumonia
EFO_0003106,ENSG00000164400,CSF2,pneumonia
EFO_0003106,ENSG00000169313,P2RY12,pneumonia
EFO_0003106,ENSG00000180871,CXCR2,pneumonia
EFO_0003106,ENSG00000184588,PDE4B,pneumonia
EFO_0003106,ENSG00000186716,BCR,pneumonia
EFO_0003106,ENSG00000196611,MMP1,pneumonia
EFO_0003106,ENSG00000196664,TLR7,pneumonia
EFO_0003106,ENSG00000232810,TNF,pneumonia
EFO_0003106,ENSG00000239732,TLR9,pneumonia
EFO_0003108,ENSG00000007314,SCN4A,essential tremor
EFO_0003108,ENSG00000011677,GABRA3,essential tremor
EFO_0003108,ENSG00000022355,GABRA1,essential tremor
EFO_0003108,ENSG00000069696,DRD4,essential tremor
EFO_0003108,ENSG00000089280,FUS,essential tremor
EFO_0003108,ENSG00000094755,GABRP,essential tremor
EFO_0003108,ENSG00000102287,GABRE,essential tremor
EFO_0003108,ENSG00000104267,CA2,essential tremor
EFO_0003108,ENSG00000105737,GRIK5,essential tremor
EFO_0003108,ENSG00000109158,GABRA4,essential tremor
EFO_0003108,ENSG00000113327,GABRG2,essential tremor
EFO_0003108,ENSG00000120251,GRIA2,essential tremor
EFO_0003108,ENSG00000125675,GRIA3,essential tremor
EFO_0003108,ENSG00000132639,SNAP25,essential tremor
EFO_0003108,ENSG00000136531,SCN2A,essential tremor
EFO_0003108,ENSG00000136546,SCN7A,essential tremor
EFO_0003108,ENSG00000144285,SCN1A,essential tremor
EFO_0003108,ENSG00000145863,GABRA6,essential tremor
EFO_0003108,ENSG00000145864,GABRB2,essential tremor
EFO_0003108,ENSG00000149256,TENM4,essential tremor
EFO_0003108,ENSG00000149295,DRD2,essential tremor
EFO_0003108,ENSG00000149403,GRIK4,essential tremor
EFO_0003108,ENSG00000151577,DRD3,essential tremor
EFO_0003108,ENSG00000151834,GABRA2,essential tremor
EFO_0003108,ENSG00000152578,GRIA4,essential tremor
EFO_0003108,ENSG00000153253,SCN3A,essential tremor
EFO_0003108,ENSG00000155511,GRIA1,essential tremor
EFO_0003108,ENSG00000163285,GABRG1,essential tremor
EFO_0003108,ENSG00000163288,GABRB1,essential tremor
EFO_0003108,ENSG00000163873,GRIK3,essential tremor
EFO_0003108,ENSG00000164418,GRIK2,essential tremor
EFO_0003108,ENSG00000166206,GABRB3,essential tremor
EFO_0003108,ENSG00000167434,CA4,essential tremor
EFO_0003108,ENSG00000168356,SCN11A,essential tremor
EFO_0003108,ENSG00000169432,SCN9A,essential tremor
EFO_0003108,ENSG00000171189,GRIK1,essential tremor
EFO_0003108,ENSG00000182256,GABRG3,essential tremor
EFO_0003108,ENSG00000183873,SCN5A,essential tremor
EFO_0003108,ENSG00000185313,SCN10A,essential tremor
EFO_0003108,ENSG00000186297,GABRA5,essential tremor
EFO_0003108,ENSG00000187730,GABRD,essential tremor
EFO_0003108,ENSG00000196876,SCN8A,essential tremor
EFO_0003108,ENSG00000268089,GABRQ,essential tremor
EFO_0003144,ENSG00000007314,SCN4A,heart failure
EFO_0003144,ENSG00000018625,ATP1A2,heart failure
EFO_0003144,ENSG00000043591,ADRB1,heart failure
EFO_0003144,ENSG00000055118,KCNH2,heart failure
EFO_0003144,ENSG00000061918,GUCY1B1,heart failure
EFO_0003144,ENSG00000070915,SLC12A3,heart failure
EFO_0003144,ENSG00000073756,PTGS2,heart failure
EFO_0003144,ENSG00000074410,CA12,heart failure
EFO_0003144,ENSG00000074803,SLC12A1,heart failure
EFO_0003144,ENSG00000078814,MYH7B,heart failure
EFO_0003144,ENSG00000081248,CACNA1S,heart failure
EFO_0003144,ENSG00000092054,MYH7,heart failure
EFO_0003144,ENSG00000095303,PTGS1,heart failure
EFO_0003144,ENSG00000100170,SLC5A1,heart failure
EFO_0003144,ENSG00000101162,TUBB1,heart failure
EFO_0003144,ENSG00000101204,CHRNA4,heart failure
EFO_0003144,ENSG00000102001,CACNA1F,heart failure
EFO_0003144,ENSG00000103546,SLC6A2,heart failure
EFO_0003144,ENSG00000104267,CA2,heart failure
EFO_0003144,ENSG00000104368,PLAT,heart failure
EFO_0003144,ENSG00000104833,TUBB4A,heart failure
EFO_0003144,ENSG00000105409,ATP1A3,heart failure
EFO_0003144,ENSG00000106631,MYL7,heart failure
EFO_0003144,ENSG00000111245,MYL2,heart failure
EFO_0003144,ENSG00000111424,VDR,heart failure
EFO_0003144,ENSG00000112964,GHR,heart failure
EFO_0003144,ENSG00000113161,HMGCR,heart failure
EFO_0003144,ENSG00000113580,NR3C1,heart failure
EFO_0003144,ENSG00000114854,TNNC1,heart failure
EFO_0003144,ENSG00000118194,TNNT2,heart failure
EFO_0003144,ENSG00000120907,ADRA1A,heart failure
EFO_0003144,ENSG00000123201,GUCY1B2,heart failure
EFO_0003144,ENSG00000125384,PTGER2,heart failure
EFO_0003144,ENSG00000126895,AVPR2,heart failure
EFO_0003144,ENSG00000129991,TNNI3,heart failure
EFO_0003144,ENSG00000131747,TOP2A,heart failure
EFO_0003144,ENSG00000132681,ATP1A4,heart failure
EFO_0003144,ENSG00000133105,RXFP2,heart failure
EFO_0003144,ENSG00000133742,CA1,heart failure
EFO_0003144,ENSG00000136160,EDNRB,heart failure
EFO_0003144,ENSG00000136531,SCN2A,heart failure
EFO_0003144,ENSG00000136546,SCN7A,heart failure
EFO_0003144,ENSG00000137267,TUBB2A,heart failure
EFO_0003144,ENSG00000137285,TUBB2B,heart failure
EFO_0003144,ENSG00000138622,HCN4,heart failure
EFO_0003144,ENSG00000138735,PDE5A,heart failure
EFO_0003144,ENSG00000140675,SLC5A2,heart failure
EFO_0003144,ENSG00000143839,REN,heart failure
EFO_0003144,ENSG00000144285,SCN1A,heart failure
EFO_0003144,ENSG00000144891,AGTR1,heart failure
EFO_0003144,ENSG00000150594,ADRA2A,heart failure
EFO_0003144,ENSG00000151067,CACNA1C,heart failure
EFO_0003144,ENSG00000151617,EDNRA,heart failure
EFO_0003144,ENSG00000151623,NR3C2,heart failure
EFO_0003144,ENSG00000152270,PDE3B,heart failure
EFO_0003144,ENSG00000152402,GUCY1A2,heart failure
EFO_0003144,ENSG00000153253,SCN3A,heart failure
EFO_0003144,ENSG00000157388,CACNA1D,heart failure
EFO_0003144,ENSG00000159640,ACE,heart failure
EFO_0003144,ENSG00000160716,CHRNB2,heart failure
EFO_0003144,ENSG00000160808,MYL3,heart failure
EFO_0003144,ENSG00000160951,PTGER1,heart failure
EFO_0003144,ENSG00000163399,ATP1A1,heart failure
EFO_0003144,ENSG00000164116,GUCY1A1,heart failure
EFO_0003144,ENSG00000166148,AVPR1A,heart failure
EFO_0003144,ENSG00000167397,VKORC1,heart failure
EFO_0003144,ENSG00000167434,CA4,heart failure
EFO_0003144,ENSG00000168356,SCN11A,heart failure
EFO_0003144,ENSG00000169252,ADRB2,heart failure
EFO_0003144,ENSG00000169313,P2RY12,heart failure
EFO_0003144,ENSG00000169418,NPR1,heart failure
EFO_0003144,ENSG00000169432,SCN9A,heart failure
EFO_0003144,ENSG00000170214,ADRA1B,heart failure
EFO_0003144,ENSG00000171509,RXFP1,heart failure
EFO_0003144,ENSG00000171873,ADRA1D,heart failure
EFO_0003144,ENSG00000172572,PDE3A,heart failure
EFO_0003144,ENSG00000176014,TUBB6,heart failure
EFO_0003144,ENSG00000183873,SCN5A,heart failure
EFO_0003144,ENSG00000184160,ADRA2C,heart failure
EFO_0003144,ENSG00000185313,SCN10A,heart failure
EFO_0003144,ENSG00000188229,TUBB4B,heart failure
EFO_0003144,ENSG00000188778,ADRB3,heart failure
EFO_0003144,ENSG00000196230,TUBB,heart failure
EFO_0003144,ENSG00000196549,MME,heart failure
EFO_0003144,ENSG00000196876,SCN8A,heart failure
EFO_0003144,ENSG00000197616,MYH6,heart failure
EFO_0003144,ENSG00000198336,MYL4,heart failure
EFO_0003144,ENSG00000258947,TUBB3,heart failure
EFO_0003144,ENSG00000261456,TUBB8,heart failure
EFO_0003144,ENSG00000274286,ADRA2B,heart failure
EFO_0003756,ENSG00000073614,KDM5A,autism spectrum disorder
EFO_0003756,ENSG00000074803,SLC12A1,autism spectrum disorder
EFO_0003756,ENSG00000080298,RFX3,autism spectrum disorder
EFO_0003756,ENSG00000082701,GSK3B,autism spectrum disorder
EFO_0003756,ENSG00000102468,HTR2A,autism spectrum disorder
EFO_0003756,ENSG00000105464,GRIN2D,autism spectrum disorder
EFO_0003756,ENSG00000105723,GSK3A,autism spectrum disorder
EFO_0003756,ENSG00000111783,RFX4,autism spectrum disorder
EFO_0003756,ENSG00000116032,GRIN3B,autism spectrum disorder
EFO_0003756,ENSG00000133731,IMPA1,autism spectrum disorder
EFO_0003756,ENSG00000134640,MTNR1B,autism spectrum disorder
EFO_0003756,ENSG00000136535,TBR1,autism spectrum disorder
EFO_0003756,ENSG00000136928,GABBR2,autism spectrum disorder
EFO_0003756,ENSG00000140521,POLG,autism spectrum disorder
EFO_0003756,ENSG00000147246,HTR2C,autism spectrum disorder
EFO_0003756,ENSG00000149295,DRD2,autism spectrum disorder
EFO_0003756,ENSG00000150594,ADRA2A,autism spectrum disorder
EFO_0003756,ENSG00000151577,DRD3,autism spectrum disorder
EFO_0003756,ENSG00000153956,CACNA2D1,autism spectrum disorder
EFO_0003756,ENSG00000161509,GRIN2C,autism spectrum disorder
EFO_0003756,ENSG00000166148,AVPR1A,autism spectrum disorder
EFO_0003756,ENSG00000168412,MTNR1A,autism spectrum disorder
EFO_0003756,ENSG00000176884,GRIN1,autism spectrum disorder
EFO_0003756,ENSG00000180914,OXTR,autism spectrum disorder
EFO_0003756,ENSG00000183454,GRIN2A,autism spectrum disorder
EFO_0003756,ENSG00000184160,ADRA2C,autism spectrum disorder
EFO_0003756,ENSG00000196338,NLGN3,autism spectrum disorder
EFO_0003756,ENSG00000198785,GRIN3A,autism spectrum disorder
EFO_0003756,ENSG00000204681,GABBR1,autism spectrum disorder
EFO_0003756,ENSG00000251322,SHANK3,autism spectrum disorder
EFO_0003756,ENSG00000273079,GRIN2B,autism spectrum disorder
EFO_0003756,ENSG00000274286,ADRA2B,autism spectrum disorder
EFO_0003756,ENSG00000291307,POLGARF,autism spectrum disorder
EFO_0003757,ENSG00000102468,HTR2A,Asperger syndrome
EFO_0003757,ENSG00000147246,HTR2C,Asperger syndrome
EFO_0003757,ENSG00000149295,DRD2,Asperger syndrome
EFO_0003757,ENSG00000196338,NLGN3,Asperger syndrome
EFO_0003758,ENSG00000005483,KMT2E,autism
EFO_0003758,ENSG00000009307,CSDE1,autism
EFO_0003758,ENSG00000061676,NCKAP1,autism
EFO_0003758,ENSG00000074803,SLC12A1,autism
EFO_0003758,ENSG00000080293,SCTR,autism
EFO_0003758,ENSG00000087085,ACHE,autism
EFO_0003758,ENSG00000100888,CHD8,autism
EFO_0003758,ENSG00000102468,HTR2A,autism
EFO_0003758,ENSG00000103510,KAT8,autism
EFO_0003758,ENSG00000103546,SLC6A2,autism
EFO_0003758,ENSG00000105464,GRIN2D,autism
EFO_0003758,ENSG00000108576,SLC6A4,autism
EFO_0003758,ENSG00000110076,NRXN2,autism
EFO_0003758,ENSG00000112294,ALDH5A1,autism
EFO_0003758,ENSG00000116032,GRIN3B,autism
EFO_0003758,ENSG00000117139,KDM5B,autism
EFO_0003758,ENSG00000135316,SYNCRIP,autism
EFO_0003758,ENSG00000136535,TBR1,autism
EFO_0003758,ENSG00000146938,NLGN4X,autism
EFO_0003758,ENSG00000147246,HTR2C,autism
EFO_0003758,ENSG00000147403,RPL10,autism
EFO_0003758,ENSG00000148737,TCF7L2,autism
EFO_0003758,ENSG00000149295,DRD2,autism
EFO_0003758,ENSG00000151247,EIF4E,autism
EFO_0003758,ENSG00000152495,CAMK4,autism
EFO_0003758,ENSG00000161509,GRIN2C,autism
EFO_0003758,ENSG00000161681,SHANK1,autism
EFO_0003758,ENSG00000162105,SHANK2,autism
EFO_0003758,ENSG00000165186,PTCHD1,autism
EFO_0003758,ENSG00000169057,MECP2,autism
EFO_0003758,ENSG00000169118,CSNK1G1,autism
EFO_0003758,ENSG00000174469,CNTNAP2,autism
EFO_0003758,ENSG00000174672,BRSK2,autism
EFO_0003758,ENSG00000176884,GRIN1,autism
EFO_0003758,ENSG00000177565,TBL1XR1,autism
EFO_0003758,ENSG00000177595,PIDD1,autism
EFO_0003758,ENSG00000178394,HTR1A,autism
EFO_0003758,ENSG00000179915,NRXN1,autism
EFO_0003758,ENSG00000181804,SLC9A9,autism
EFO_0003758,ENSG00000183454,GRIN2A,autism
EFO_0003758,ENSG00000185973,TMLHE,autism
EFO_0003758,ENSG00000196338,NLGN3,autism
EFO_0003758,ENSG00000196367,TRRAP,autism
EFO_0003758,ENSG00000198785,GRIN3A,autism
EFO_0003758,ENSG00000273079,GRIN2B,autism
EFO_0003761,ENSG00000069696,DRD4,
EFO_0003761,ENSG00000112294,ALDH5A1,
EFO_0003761,ENSG00000115159,GPD2,
EFO_0003761,ENSG00000140009,ESR2,
EFO_0003761,ENSG00000149295,DRD2,
EFO_0003761,ENSG00000149305,HTR3B,
EFO_0003761,ENSG00000159164,SV2A,
EFO_0003761,ENSG00000166736,HTR3A,
EFO_0003761,ENSG00000170214,ADRA1B,
EFO_0003761,ENSG00000176884,GRIN1,
EFO_0003762,ENSG00000111424,VDR,vitamin D deficiency
EFO_0003762,ENSG00000160752,FDPS,vitamin D deficiency
EFO_0003763,ENSG00000043591,ADRB1,cerebrovascular disorder
EFO_0003763,ENSG00000070915,SLC12A3,cerebrovascular disorder
EFO_0003763,ENSG00000073756,PTGS2,cerebrovascular disorder
EFO_0003763,ENSG00000095303,PTGS1,cerebrovascular disorder
EFO_0003763,ENSG00000105675,ATP4A,cerebrovascular disorder
EFO_0003763,ENSG00000165646,SLC18A2,cerebrovascular disorder
EFO_0003763,ENSG00000172572,PDE3A,cerebrovascular disorder
EFO_0003764,ENSG00000073756,PTGS2,transient ischemic attack
EFO_0003764,ENSG00000095303,PTGS1,transient ischemic attack
EFO_0003764,ENSG00000167397,VKORC1,transient ischemic attack
EFO_0003764,ENSG00000169313,P2RY12,transient ischemic attack
EFO_0003767,ENSG00000012779,ALOX5,inflammatory bowel disease
EFO_0003767,ENSG00000073756,PTGS2,inflammatory bowel disease
EFO_0003767,ENSG00000085563,ABCB1,inflammatory bowel disease
EFO_0003767,ENSG00000085978,ATG16L1,inflammatory bowel disease
EFO_0003767,ENSG00000095303,PTGS1,inflammatory bowel disease
EFO_0003767,ENSG00000101966,XIAP,inflammatory bowel disease
EFO_0003767,ENSG00000102034,ELF4,inflammatory bowel disease
EFO_0003767,ENSG00000107521,HPS1,inflammatory bowel disease
EFO_0003767,ENSG00000110324,IL10RA,inflammatory bowel disease
EFO_0003767,ENSG00000110944,IL23A,inflammatory bowel disease
EFO_0003767,ENSG00000111424,VDR,inflammatory bowel disease
EFO_0003767,ENSG00000112182,BACH2,inflammatory bowel disease
EFO_0003767,ENSG00000113302,IL12B,inflammatory bowel disease
EFO_0003767,ENSG00000114270,COL7A1,inflammatory bowel disease
EFO_0003767,ENSG00000128604,IRF5,inflammatory bowel disease
EFO_0003767,ENSG00000132170,PPARG,inflammatory bowel disease
EFO_0003767,ENSG00000132274,TRIM22,inflammatory bowel disease
EFO_0003767,ENSG00000162594,IL23R,inflammatory bowel disease
EFO_0003767,ENSG00000163295,ALPI,inflammatory bowel disease
EFO_0003767,ENSG00000163362,INAVA,inflammatory bowel disease
EFO_0003767,ENSG00000163516,ANKZF1,inflammatory bowel disease
EFO_0003767,ENSG00000204390,HSPA1L,inflammatory bowel disease
EFO_0003767,ENSG00000232810,TNF,inflammatory bowel disease
EFO_0003767,ENSG00000237693,IRGM,inflammatory bowel disease
EFO_0003767,ENSG00000243646,IL10RB,inflammatory bowel disease
EFO_0003768,ENSG00000007314,SCN4A,nicotine dependence
EFO_0003768,ENSG00000011677,GABRA3,nicotine dependence
EFO_0003768,ENSG00000022355,GABRA1,nicotine dependence
EFO_0003768,ENSG00000073756,PTGS2,nicotine dependence
EFO_0003768,ENSG00000082556,OPRK1,nicotine dependence
EFO_0003768,ENSG00000094755,GABRP,nicotine dependence
EFO_0003768,ENSG00000101204,CHRNA4,nicotine dependence
EFO_0003768,ENSG00000102287,GABRE,nicotine dependence
EFO_0003768,ENSG00000103546,SLC6A2,nicotine dependence
EFO_0003768,ENSG00000104267,CA2,nicotine dependence
EFO_0003768,ENSG00000104321,TRPA1,nicotine dependence
EFO_0003768,ENSG00000105737,GRIK5,nicotine dependence
EFO_0003768,ENSG00000108576,SLC6A4,nicotine dependence
EFO_0003768,ENSG00000109158,GABRA4,nicotine dependence
EFO_0003768,ENSG00000112038,OPRM1,nicotine dependence
EFO_0003768,ENSG00000113327,GABRG2,nicotine dependence
EFO_0003768,ENSG00000116329,OPRD1,nicotine dependence
EFO_0003768,ENSG00000120251,GRIA2,nicotine dependence
EFO_0003768,ENSG00000125675,GRIA3,nicotine dependence
EFO_0003768,ENSG00000133019,CHRM3,nicotine dependence
EFO_0003768,ENSG00000136531,SCN2A,nicotine dependence
EFO_0003768,ENSG00000136546,SCN7A,nicotine dependence
EFO_0003768,ENSG00000142319,SLC6A3,nicotine dependence
EFO_0003768,ENSG00000144285,SCN1A,nicotine dependence
EFO_0003768,ENSG00000144481,TRPM8,nicotine dependence
EFO_0003768,ENSG00000145863,GABRA6,nicotine dependence
EFO_0003768,ENSG00000145864,GABRB2,nicotine dependence
EFO_0003768,ENSG00000149403,GRIK4,nicotine dependence
EFO_0003768,ENSG00000151834,GABRA2,nicotine dependence
EFO_0003768,ENSG00000152578,GRIA4,nicotine dependence
EFO_0003768,ENSG00000153253,SCN3A,nicotine dependence
EFO_0003768,ENSG00000155511,GRIA1,nicotine dependence
EFO_0003768,ENSG00000160716,CHRNB2,nicotine dependence
EFO_0003768,ENSG00000163285,GABRG1,nicotine dependence
EFO_0003768,ENSG00000163288,GABRB1,nicotine dependence
EFO_0003768,ENSG00000163873,GRIK3,nicotine dependence
EFO_0003768,ENSG00000164418,GRIK2,nicotine dependence
EFO_0003768,ENSG00000166206,GABRB3,nicotine dependence
EFO_0003768,ENSG00000167434,CA4,nicotine dependence
EFO_0003768,ENSG00000168356,SCN11A,nicotine dependence
EFO_0003768,ENSG00000169252,ADRB2,nicotine dependence
EFO_0003768,ENSG00000169432,SCN9A,nicotine dependence
EFO_0003768,ENSG00000171189,GRIK1,nicotine dependence
EFO_0003768,ENSG00000182256,GABRG3,nicotine dependence
EFO_0003768,ENSG00000183873,SCN5A,nicotine dependence
EFO_0003768,ENSG00000185313,SCN10A,nicotine dependence
EFO_0003768,ENSG00000186297,GABRA5,nicotine dependence
EFO_0003768,ENSG00000187730,GABRD,nicotine dependence
EFO_0003768,ENSG00000196876,SCN8A,nicotine dependence
EFO_0003768,ENSG00000268089,GABRQ,nicotine dependence
EFO_0003769,ENSG00000108946,PRKAR1A,endocrine neoplasm
EFO_0003769,ENSG00000110711,AIP,endocrine neoplasm
EFO_0003769,ENSG00000133895,MEN1,endocrine neoplasm
EFO_0003769,ENSG00000134086,VHL,endocrine neoplasm
EFO_0003769,ENSG00000134371,CDC73,endocrine neoplasm
EFO_0003769,ENSG00000135956,TMEM127,endocrine neoplasm
EFO_0003769,ENSG00000141510,TP53,endocrine neoplasm
EFO_0003769,ENSG00000143252,SDHC,endocrine neoplasm
EFO_0003769,ENSG00000162009,SSTR5,endocrine neoplasm
EFO_0003769,ENSG00000165731,RET,endocrine neoplasm
EFO_0003769,ENSG00000167985,SDHAF2,endocrine neoplasm
EFO_0003769,ENSG00000180616,SSTR2,endocrine neoplasm
EFO_0003769,ENSG00000204370,SDHD,endocrine neoplasm
EFO_0003770,ENSG00000005421,PON1,diabetic retinopathy
EFO_0003770,ENSG00000010704,HFE,diabetic retinopathy
EFO_0003770,ENSG00000073756,PTGS2,diabetic retinopathy
EFO_0003770,ENSG00000085662,AKR1B1,diabetic retinopathy
EFO_0003770,ENSG00000095303,PTGS1,diabetic retinopathy
EFO_0003770,ENSG00000112715,VEGFA,diabetic retinopathy
EFO_0003770,ENSG00000113161,HMGCR,diabetic retinopathy
EFO_0003770,ENSG00000113580,NR3C1,diabetic retinopathy
EFO_0003770,ENSG00000119630,PGF,diabetic retinopathy
EFO_0003770,ENSG00000130427,EPO,diabetic retinopathy
EFO_0003770,ENSG00000132671,SSTR4,diabetic retinopathy
EFO_0003770,ENSG00000136689,IL1RN,diabetic retinopathy
EFO_0003770,ENSG00000139874,SSTR1,diabetic retinopathy
EFO_0003770,ENSG00000140675,SLC5A2,diabetic retinopathy
EFO_0003770,ENSG00000159640,ACE,diabetic retinopathy
EFO_0003770,ENSG00000162009,SSTR5,diabetic retinopathy
EFO_0003770,ENSG00000166501,PRKCB,diabetic retinopathy
EFO_0003770,ENSG00000180616,SSTR2,diabetic retinopathy
EFO_0003770,ENSG00000186951,PPARA,diabetic retinopathy
EFO_0003770,ENSG00000278195,SSTR3,diabetic retinopathy
EFO_0003770,ENSG00000291237,SOD2,diabetic retinopathy
EFO_0003777,ENSG00000010322,NISCH,heart disease
EFO_0003777,ENSG00000011677,GABRA3,heart disease
EFO_0003777,ENSG00000022355,GABRA1,heart disease
EFO_0003777,ENSG00000043591,ADRB1,heart disease
EFO_0003777,ENSG00000055118,KCNH2,heart disease
EFO_0003777,ENSG00000061918,GUCY1B1,heart disease
EFO_0003777,ENSG00000065989,PDE4A,heart disease
EFO_0003777,ENSG00000070915,SLC12A3,heart disease
EFO_0003777,ENSG00000073417,PDE8A,heart disease
EFO_0003777,ENSG00000073756,PTGS2,heart disease
EFO_0003777,ENSG00000082175,PGR,heart disease
EFO_0003777,ENSG00000088832,FKBP1A,heart disease
EFO_0003777,ENSG00000091831,ESR1,heart disease
EFO_0003777,ENSG00000094755,GABRP,heart disease
EFO_0003777,ENSG00000095303,PTGS1,heart disease
EFO_0003777,ENSG00000095464,PDE6C,heart disease
EFO_0003777,ENSG00000102287,GABRE,heart disease
EFO_0003777,ENSG00000105650,PDE4C,heart disease
EFO_0003777,ENSG00000106348,IMPDH1,heart disease
EFO_0003777,ENSG00000109158,GABRA4,heart disease
EFO_0003777,ENSG00000112038,OPRM1,heart disease
EFO_0003777,ENSG00000112541,PDE10A,heart disease
EFO_0003777,ENSG00000112759,SLC29A1,heart disease
EFO_0003777,ENSG00000113161,HMGCR,heart disease
EFO_0003777,ENSG00000113231,PDE8B,heart disease
EFO_0003777,ENSG00000113327,GABRG2,heart disease
EFO_0003777,ENSG00000113448,PDE4D,heart disease
EFO_0003777,ENSG00000113580,NR3C1,heart disease
EFO_0003777,ENSG00000115252,PDE1A,heart disease
EFO_0003777,ENSG00000117601,SERPINC1,heart disease
EFO_0003777,ENSG00000120907,ADRA1A,heart disease
EFO_0003777,ENSG00000122194,PLG,heart disease
EFO_0003777,ENSG00000123201,GUCY1B2,heart disease
EFO_0003777,ENSG00000123360,PDE1B,heart disease
EFO_0003777,ENSG00000126218,F10,heart disease
EFO_0003777,ENSG00000126351,THRA,heart disease
EFO_0003777,ENSG00000126895,AVPR2,heart disease
EFO_0003777,ENSG00000132915,PDE6A,heart disease
EFO_0003777,ENSG00000133256,PDE6B,heart disease
EFO_0003777,ENSG00000138735,PDE5A,heart disease
EFO_0003777,ENSG00000139053,PDE6H,heart disease
EFO_0003777,ENSG00000140009,ESR2,heart disease
EFO_0003777,ENSG00000144891,AGTR1,heart disease
EFO_0003777,ENSG00000145863,GABRA6,heart disease
EFO_0003777,ENSG00000145864,GABRB2,heart disease
EFO_0003777,ENSG00000150594,ADRA2A,heart disease
EFO_0003777,ENSG00000151090,THRB,heart disease
EFO_0003777,ENSG00000151834,GABRA2,heart disease
EFO_0003777,ENSG00000152270,PDE3B,heart disease
EFO_0003777,ENSG00000154678,PDE1C,heart disease
EFO_0003777,ENSG00000156973,PDE6D,heart disease
EFO_0003777,ENSG00000158125,XDH,heart disease
EFO_0003777,ENSG00000159640,ACE,heart disease
EFO_0003777,ENSG00000160191,PDE9A,heart disease
EFO_0003777,ENSG00000163285,GABRG1,heart disease
EFO_0003777,ENSG00000163288,GABRB1,heart disease
EFO_0003777,ENSG00000165646,SLC18A2,heart disease
EFO_0003777,ENSG00000166148,AVPR1A,heart disease
EFO_0003777,ENSG00000166206,GABRB3,heart disease
EFO_0003777,ENSG00000167397,VKORC1,heart disease
EFO_0003777,ENSG00000169252,ADRB2,heart disease
EFO_0003777,ENSG00000170214,ADRA1B,heart disease
EFO_0003777,ENSG00000171408,PDE7B,heart disease
EFO_0003777,ENSG00000171557,FGG,heart disease
EFO_0003777,ENSG00000171560,FGA,heart disease
EFO_0003777,ENSG00000171564,FGB,heart disease
EFO_0003777,ENSG00000171873,ADRA1D,heart disease
EFO_0003777,ENSG00000172572,PDE3A,heart disease
EFO_0003777,ENSG00000178035,IMPDH2,heart disease
EFO_0003777,ENSG00000180210,F2,heart disease
EFO_0003777,ENSG00000182256,GABRG3,heart disease
EFO_0003777,ENSG00000184160,ADRA2C,heart disease
EFO_0003777,ENSG00000184588,PDE4B,heart disease
EFO_0003777,ENSG00000185527,PDE6G,heart disease
EFO_0003777,ENSG00000186297,GABRA5,heart disease
EFO_0003777,ENSG00000186642,PDE2A,heart disease
EFO_0003777,ENSG00000186951,PPARA,heart disease
EFO_0003777,ENSG00000187730,GABRD,heart disease
EFO_0003777,ENSG00000188778,ADRB3,heart disease
EFO_0003777,ENSG00000196262,PPIA,heart disease
