studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90042842,Substances taken for anxiety: Drugs or alcohol (more than once) (UKB data field 20549_4),['EFO_0004329' 'EFO_0005230' 'EFO_0011049'],['EFO_0004329' 'EFO_0011049' 'EFO_0005230'],34737426,2021-11-04,6726.0,117097.0,123823.0,['UKB'],[],[]
GCST90043126,"Job coding: metal machine setter, tool setter, setter operator, centre lathe turner (UKB data field 22601_52212927)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,404.0,111874.0,112278.0,['UKB'],[],[]
GCST90043449,"Job SOC coding: Accounts and wages clerks, book-keepers, other financial clerks (UKB data field 22617_4122)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,3478.0,110363.0,113841.0,['UKB'],[],[]
GCST90044077,Bronchitis (PheCode 497),['EFO_1002018'],['EFO_1002018'],34737426,2021-11-04,229.0,456119.0,456348.0,['UKB'],[],[]
GCST90044670,Open wounds of extremities (PheCode 871),['EFO_0009509'],['EFO_0009509'],34737426,2021-11-04,2989.0,453359.0,456348.0,['UKB'],[],[]
GCST90078970,Ever stopped smoking for 6 months (UKB data field 2907),['EFO_0006527'],['EFO_0006527'],34662886,2021-10-18,47242.0,60216.0,107458.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90079273,Eye measure - 3mm weak meridian left (UKB data field 5096),['EFO_0004731'],['EFO_0004731'],34662886,2021-10-18,0.0,0.0,103531.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90081782,Uterine fibroids (Gene-based burden),['EFO_0000731'],['EFO_0000731'],34662886,2021-10-18,7143.0,324611.0,331754.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084873,ICD10 R59: Enlarged lymph nodes (Gene-based burden),['HP_0002716'],['HP_0002716'],34662886,2021-10-18,3668.0,380619.0,384287.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90085889,Right postcentral volume (UKB data field 26910),['OBA_2050032'],['OBA_2050032'],36987996,2023-03-29,0.0,0.0,36778.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],[]
GCST90101051,Glyceraldehyde-3-phosphate dehydrogenase levels,['EFO_0020411'],['EFO_0020411'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90101890,Memory T-cell telomere length,['OBA_0003784'],['OBA_0003784'],35681050,2022-06-09,0.0,0.0,902.0,['LifeLines'],[],[]
GCST90129269,3-Indolepropionic acid to L-Carnitine ratio in coronary artery disease,['EFO_0021732'],['EFO_0021732'],33634981,2021-02-01,0.0,0.0,1551.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90133223,Univariate microbial feature (genus: staphylococcus) at the dorsal forearm (dry skin),['EFO_0801228'],['EFO_0801228'],36261456,2022-10-19,0.0,0.0,597.0,['POPGEN' 'KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90133918,Dihomo-linolenoyl-choline levels in elite athletes,['EFO_0004529'],['EFO_0004529'],31882771,2019-12-27,0.0,0.0,490.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90133962,Glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH)) levels in elite athletes,['EFO_0004529'],['EFO_0004529'],31882771,2019-12-27,0.0,0.0,490.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90137725,Intercellular adhesion molecule 5 levels,['EFO_0008164'],['EFO_0008164'],34814699,2021-11-24,0.0,0.0,1852.0,['JHS'],['Harmonized summary statistics are not available or empty'],[]
GCST90140710,2-ethylphenylsulfate levels,['EFO_0800957'],['EFO_0800957'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90176171,Ceramide (d18:1/16:0) levels,['EFO_0800607'],['EFO_0800607'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90176717,Metabolite peak levels (QI13382),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90178072,Metabolite peak levels (QI6333),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90178871,Metabolite peak levels (QI4953),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90200920,Mannose to glycerol ratio,['EFO_0022223'],['EFO_0022223'],36635386,2023-01-12,0.0,0.0,8168.0,['CLSA'],[],['Metabolite']
GCST90201616,Dihydrocaffeate sulfate (2) levels,['EFO_0801044'],['EFO_0801044'],36635386,2023-01-12,0.0,0.0,44.0,['CLSA'],[],['Metabolite']
GCST90243548,X-09026 levels,['EFO_0021208'],['EFO_0021208'],24816252,2014-05-11,0.0,0.0,7627.0,['TwinsUK' 'KORA'],[],['Metabolite']
GCST90243610,X-11317 levels,['EFO_0021224'],['EFO_0021224'],24816252,2014-05-11,0.0,0.0,7811.0,['TwinsUK' 'KORA'],[],['Metabolite']
GCST90243734,Octanoylcarnitine levels,['EFO_0021042'],['EFO_0021042'],24816252,2014-05-11,0.0,0.0,7790.0,['TwinsUK' 'KORA'],[],['Metabolite']
GCST90244043,Depression (with non-self-reported anxiety),['MONDO_0002009'],['MONDO_0002009'],35730328,2022-06-22,56603.0,13123.0,69726.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90244067,Waist circumference adjusted for body mass index,['EFO_0007789'],['EFO_0007789'],35793639,2022-07-06,0.0,0.0,545131.0,['UKB' 'GIANT'],['Harmonized summary statistics are not available or empty'],[]
GCST90246645,BAG family molecular chaperone regulator 2 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247433,Eukaryotic translation initiation factor 5A-2 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247681,Galactosylceramide sulfotransferase levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248074,Interleukin-3 receptor subunit alpha levels,['EFO_0020504'],['EFO_0020504'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248122,Interleukin-1 receptor-associated kinase 4 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248197,Kinesin-like protein KIF3A levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248665,Nuclear factor erythroid 2-related factor 1 levels,['EFO_0801848'],['EFO_0801848'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248941,Prolyl endopeptidase FAP levels,['EFO_0021856'],['EFO_0021856'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249966,Transcription regulator protein BACH2 levels,['EFO_0803164'],['EFO_0803164'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90258275,Serine levels in chronic kidney disease,['EFO_0009774'],['EFO_0009774'],35120996,2022-02-01,0.0,0.0,687.0,['CRIC'],[],['Metabolite']
GCST90266075,Plasma thyroxine levels in chronic kidney disease,['EFO_0005130'],['EFO_0005130'],37277652,2023-06-05,0.0,0.0,4958.0,['GCKD'],[],['Metabolite']
GCST90266514,Plasma X-21740 levels in chronic kidney disease,['EFO_0800822'],['EFO_0800822'],37277652,2023-06-05,0.0,0.0,4606.0,['GCKD'],['The number of SNPs in the study is below the expected threshold'],['Metabolite']
GCST90270115,Hand Osteoarthritis,['EFO_1000789'],['EFO_1000789'],36769350,2023-02-03,420.0,716.0,1136.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90278858,Plasma metabolome feature (c18_1920) (Myristoylglycine),['EFO_0803434'],['EFO_0803434'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90279365,Plasma metabolome feature (c18_4635) (Janthitrem E),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90279608,Plasma metabolome feature (c18_773),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90279666,Plasma metabolome feature (hilic_1117),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280853,Plasma metabolome feature (hilic_7843),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90294411,Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_52109),['EFO_0010908'],['EFO_0010908'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90297428,Mean corpuscular hemoglobin (short tandem repeats),['EFO_0004527'],['EFO_0004527'],38116119,2023-12-13,0.0,0.0,6899.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90300208,Metabolite levels (propionylglycine),['EFO_0800207'],['EFO_0800207'],37253714,2023-05-30,0.0,0.0,7411.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90318791,Brain carotene diol (1) levels,['EFO_0800170'],['EFO_0800170'],39528826,2024-11-11,0.0,0.0,1016.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90386504,REST UKBBICA NET100 0650,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386841,REST UKBBICA NET100 0987,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386886,REST UKBBICA NET100 1032,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90387275,REST UKBBICA NET100 1421,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90389275,REST UKBBICA NET100 0007,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389608,REST UKBBICA NET100 0340,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90399430,CLO75 induced IL1B level without BCG vaccination,['EFO_0004812'],['EFO_0004812'],36681271,2023-01-18,0.0,0.0,163.0,['BHP'],['Harmonized summary statistics are not available or empty'],[]
GCST90399730,Stroke,['EFO_0000712'],['EFO_0000712'],36777996,2022-10-12,903.0,14161.0,15064.0,['BioMe' 'UCLA'],[],[]
GCST90430768,Right brain hemisphere region LO1 grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15787.0,['UKB'],[],[]
GCST90430859,Right brain hemisphere region AVI grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15787.0,['UKB'],[],[]
GCST90431309,Left brain hemisphere region LO2 cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,16057.0,['UKB'],[],[]
GCST90432580,C-C motif chemokine 18 levels,['EFO_0008046'],['EFO_0008046'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90432965,Deoxycytidylate deaminase levels,['OBA_2041245'],['OBA_2041245'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90434895,Tumor necrosis factor receptor superfamily member 10A levels,['OBA_2050249'],['OBA_2050249'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90445919,Triglycerides to total lipids in large HDL percentage (UKB data field 23638),['EFO_0022330'],['EFO_0022330'],39278973,2024-09-15,0.0,0.0,94487.0,['UKBB'],[],['Metabolite']
GCST90454724,Patterns of brain structural covariance (C256_118),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90454811,Patterns of brain structural covariance (C512_142),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90455510,Patterns of brain structural covariance (C1024_1017),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90475221,"creatine kinase-MB (CKMB, absolute, maximum, inv-norm transformed)",['EFO_0004534'],['EFO_0004534'],39024449,2024-07-19,0.0,0.0,27766.0,['MVP'],[],[]
GCST90477545,Hemiplegia (PheCode 342),['EFO_0009453'],['EFO_0009453'],39024449,2024-07-19,2372.0,445320.0,447692.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90478241,Diseases of pulp and periapical tissues (PheCode 522),['EFO_0010688'],['EFO_0010688'],39024449,2024-07-19,8716.0,104057.0,112773.0,['MVP'],[],[]
GCST90478568,Calculus of ureter (PheCode 594.3),['EFO_1001228'],['EFO_1001228'],39024449,2024-07-19,1317.0,119676.0,120993.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90479621,Takes medication for ulcerative colitis?,['EFO_0000729' 'EFO_0007010'],['EFO_0007010' 'EFO_0000729'],39024449,2024-07-19,3358.0,397129.0,400487.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481668,Eosinophilia (PheCode 288.3),['HP_0001880'],['HP_0001880'],39024449,2024-07-19,317.0,121203.0,121520.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481798,Sexual and gender identity disorders (PheCode 302),['MONDO_0000595'],['MONDO_0000595'],39024449,2024-07-19,5896.0,437585.0,443481.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90482177,Acute and subacute necrosis of liver (PheCode 573.4),['EFO_0001421'],['EFO_0001421'],39024449,2024-07-19,635.0,448865.0,449500.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90566236,White matter microstructure (fractional anisotropy) Splenium of corpus callosum (PC1),['EFO_0004346'],['EFO_0004346'],39854466,2025-01-24,0.0,0.0,33371.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90569071,Gut microbiome abundance (class Anaerostipes sp. 2 (at 1 year) x Spring Birth (Mar-May) interaction,['EFO_0007874' 'EFO_0008360'],['EFO_0007874' 'EFO_0008360'],40187613,2025-04-03,0.0,0.0,688.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_ALCO_PRESCRIPTION,"Use of disulfiram, acamprosate or naltrexone",['GO_0009410'],['GO_0009410'],,,3513.0,496835.0,500348.0,['FinnGen'],[],[]
FINNGEN_R12_G6_CNSABSC,Intracranial and intraspinal abscess and granuloma,['HP_0032252' 'HP_0030049'],['HP_0032252'],,,378.0,497087.0,497465.0,['FinnGen'],[],[]
FINNGEN_R12_K11_PULC,Peptic ulcer,['MONDO_0004247' 'HP_0004398'],['HP_0004398' 'MONDO_0004247'],,,354.0,423785.0,424139.0,['FinnGen'],[],[]
GCST000258,Type 1 diabetes,['MONDO_0005147'],['MONDO_0005147'],18978792,2008-11-02,3561.0,4646.0,8207.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002097,Coronary artery calcification,['EFO_0004723'],['EFO_0004723'],23870195,2013-07-19,0.0,0.0,5823.0,,['Harmonized summary statistics are not available or empty'],[]
GCST003966,Visceral adipose tissue,['OBA_2045224'],['OBA_2045224'],27918534,2016-12-05,0.0,0.0,18332.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004169,Rectal cancer,['EFO_1000657'],['EFO_1000657'],28295283,2017-03-13,443.0,4703.0,5146.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005013,Childhood ear infection,['EFO_0007904'],['EFO_0007904'],28928442,2017-09-19,46936.0,74874.0,121810.0,,['Harmonized summary statistics are not available or empty'],[]
GCST007991,Large artery stroke,['EFO_0005524'],['EFO_0005524'],28265093,2017-03-06,2662.0,9862.0,12524.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009731_9,Blood protein levels in cardiovascular risk,['EFO_0008044'],['EFO_0008044'],28369058,2017-04-03,0.0,0.0,3394.0,,['Harmonized summary statistics are not available or empty'],[]
GCST011302,Septic shock (90-day mortality),['EFO_0006834'],['EFO_0006834'],32755526,2020-08-05,112.0,381.0,493.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90002683,HippSubfield lh volume CA4-body,['OBA_2050009'],['OBA_2050009'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90005190,rfMRI connectivity (ICA100 edge 337),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005284,rfMRI connectivity (ICA100 edge 431),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90017055,Gut microbiota abundance (genus Ruminococcaceae UCG004 id.11362),['EFO_0007874'],['EFO_0007874'],33462485,2021-01-18,0.0,0.0,18340.0,,[],[]
GCST90024825,Lysophosphatidylethanolamine (18:1) [sn1] levels,['EFO_0010368'],['EFO_0010368'],35668104,2022-06-06,0.0,0.0,6057.0,['BHS' 'ADNI' 'AIBL'],[],['Metabolite']
GCST90025561,Alkenylphosphatidylcholine (P-15:0/20:4) (b) levels,['EFO_0010226'],['EFO_0010226'],35668104,2022-06-06,0.0,0.0,4492.0,['BHS'],[],['Metabolite']
GCST90026161,Galactosylglycerol levels,['EFO_0004725'],['EFO_0004725'],33437055,2021-01-12,0.0,0.0,291.0,,[],['Metabolite']
GCST90026538,Facial morphology (forehead protrusion 2),['OBA_2050106'],['OBA_2050106'],33547071,2021-02-05,0.0,0.0,6169.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90043244,"Job coding: postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer (UKB data field 22601_92113352)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,338.0,111940.0,112278.0,['UKB'],[],[]
GCST90043437,"Job SOC coding: Estate agents, auctioneers (UKB data field 22617_3544)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,363.0,113478.0,113841.0,['UKB'],[],[]
GCST90044388,Manic/hyper symptoms: I was more talkative than usual (UKB data field 6156_12),['EFO_0007705'],['EFO_0007705'],34737426,2021-11-04,6379.0,24285.0,30664.0,['UKB'],[],[]
GCST90078961,Oral contraceptive pill last use (age of onset) (UKB data field 2804),['EFO_0007010'],['EFO_0007010'],34662886,2021-10-18,0.0,0.0,169064.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90079300,Eye measure - 6mm strong meridian left (UKB data field 5134),['EFO_0004731'],['EFO_0004731'],34662886,2021-10-18,0.0,0.0,89735.0,['UKB'],['The number of SNPs in the study is below the expected threshold'],['ExWAS']
GCST90081669,Pleurisy (Gene-based burden),['EFO_1001825'],['EFO_1001825'],34662886,2021-10-18,1711.0,330043.0,331754.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90081976,ICD10 N60: benign breast lump (Gene-based burden),['MONDO_0000620'],['MONDO_0000620'],34662886,2021-10-18,1390.0,176504.0,177894.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
