Gene symbol,Ensembl target ID,Disease name,Disease ID,Open Targets indirect association score,Maximum absolute rescaled effect size,Minimum MAF,Maximum VEP score,Highest clinical phase,Number of unique associated diseases,Number of unique therapeutic areas,Approved (1 = approved),GWAS genetic support (1 = present)
SLC6A2,ENSG00000103546,post-traumatic stress disorder,EFO_0001358,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,cocaine dependence,EFO_0002610,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,muscular disease,EFO_0002970,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,peripheral neuropathy,EFO_0003100,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,autism,EFO_0003758,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,inflammatory bowel disease,EFO_0003767,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,nicotine dependence,EFO_0003768,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,chronic progressive multiple sclerosis,EFO_0003840,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,pain,EFO_0003843,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,sleep apnea,EFO_0003877,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,attention deficit hyperactivity disorder,EFO_0003888,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,drug dependence,EFO_0003890,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,obstructive sleep apnea,EFO_0003918,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,cognition,EFO_0003925,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,relapsing-remitting multiple sclerosis,EFO_0003929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,gastroesophageal reflux disease,EFO_0003948,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,seasonal allergic rhinitis,EFO_0003956,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,neuropathy,EFO_0004149,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,conduct disorder,EFO_0004216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,erectile dysfunction,EFO_0004234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,obsessive-compulsive disorder,EFO_0004242,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,interstitial lung disease,EFO_0004244,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,mood disorder,EFO_0004247,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,panic disorder,EFO_0004262,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,peripheral arterial disease,EFO_0004265,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,cardiac arrhythmia,EFO_0004269,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,restless legs syndrome,EFO_0004270,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,sudden cardiac arrest,EFO_0004278,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,ventricular fibrillation,EFO_0004287,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,smoking behavior,EFO_0004318,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,smoking cessation,EFO_0004319,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,chronic fatigue syndrome,EFO_0004540,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,"osteoarthritis, knee",EFO_0004616,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,insomnia,EFO_0004698,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,methamphetamine dependence,EFO_0004701,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,sexual dysfunction,EFO_0004714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Tourette syndrome,EFO_0004895,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,eating disorder,EFO_0005203,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,bulimia nervosa,EFO_0005204,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,anxiety,EFO_0005230,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,orthostatic hypotension,EFO_0005252,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,temporomandibular joint disorder,EFO_0005279,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,post-operative sign or symptom,EFO_0005323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,urticaria,EFO_0005531,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,opioid dependence,EFO_0005611,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,fibromyalgia,EFO_0005687,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,neuropathic pain,EFO_0005762,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,allergic rhinitis,EFO_0005854,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,binge eating,EFO_0005924,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,anxiety disorder,EFO_0006788,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Meniere disease,EFO_0006862,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,biliary dyskinesia,EFO_0007169,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,cannabis dependence,EFO_0007191,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,common cold,EFO_0007214,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,influenza,EFO_0007328,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,sinusitis,EFO_0007486,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,vasomotor rhinitis,EFO_0007533,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,asthenia,EFO_0007625,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,interstitial cystitis,EFO_0008507,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,rhinitis,EFO_0008521,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,dyspepsia,EFO_0008533,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Sleep Disorder,EFO_0008568,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,dysthymic disorder,EFO_0008623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,delirium,EFO_0009267,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,peripheral nervous system disease,EFO_0009387,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,somatoform disorder,EFO_0009687,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,treatment resistant depression,EFO_0009854,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,post-operative delirium,EFO_0009954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,bipolar I disorder,EFO_0009963,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,gastrointestinal disease,EFO_0010282,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,cocaine use disorder,EFO_0010445,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,orthostatic intolerance,EFO_1000645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,rosacea,EFO_1000760,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,diabetic neuropathy,EFO_1000783,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,"osteoarthritis, hip",EFO_1000786,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,burning mouth syndrome,EFO_1000850,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,frozen shoulder,EFO_1000941,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,gastroparesis,EFO_1000948,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,joint disease,EFO_1000999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,multiple system atrophy,EFO_1001050,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,"Rhinitis, Allergic, Perennial",EFO_1001417,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Intervertebral Disc Displacement,EFO_1001800,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,generalized anxiety disorder,EFO_1001892,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,mucositis,EFO_1001898,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,oral mucositis,EFO_1001904,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,social anxiety disorder,EFO_1001917,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,melancholia,EFO_1002014,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,menopause,GO_0042697,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Urinary incontinence,HP_0000020,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Emotional lability,HP_0000712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Dementia,HP_0000726,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Pruritus,HP_0000989,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Cutaneous photosensitivity,HP_0000992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Nasal congestion,HP_0001742,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Hallux valgus,HP_0001822,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Ischemic stroke,HP_0002140,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Headache,HP_0002315,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Myalgia,HP_0003326,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Back pain,HP_0003418,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Low back pain,HP_0003419,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Ventricular arrhythmia,HP_0004308,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Prolonged QTc interval,HP_0005184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Oppositional defiant disorder,HP_0010865,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Stress urinary incontinence,HP_0010992,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Sciatica,HP_0011868,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Fatigue,HP_0012378,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Chronic pain,HP_0012532,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Vasovagal syncope,HP_0012668,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Cough,HP_0012735,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Neck pain,HP_0030833,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Shoulder pain,HP_0030834,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Knee pain,HP_0030839,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Hot flashes,HP_0031217,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Cognitive impairment,HP_0100543,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Chest pain,HP_0100749,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,diabetic polyneuropathy,MONDO_0001583,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,major depressive disorder,MONDO_0002009,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,alcohol abuse,MONDO_0002046,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,depressive disorder,MONDO_0002050,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,arteriosclerosis disorder,MONDO_0002277,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,substance abuse,MONDO_0002491,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,middle ear disorder,MONDO_0003276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,substance dependence,MONDO_0004938,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Alzheimer disease,MONDO_0004975,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,bipolar disorder,MONDO_0004985,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,glaucoma,MONDO_0005041,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,schizophrenia,MONDO_0005090,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,osteoarthritis,MONDO_0005178,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Parkinson disease,MONDO_0005180,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,allergic disease,MONDO_0005271,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,migraine disorder,MONDO_0005277,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,multiple sclerosis,MONDO_0005301,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,alcohol dependence,MONDO_0007079,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,Huntington disease,MONDO_0007739,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Prader-Willi syndrome,MONDO_0008300,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Wilson disease,MONDO_0010200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,Rett syndrome,MONDO_0010726,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,childhood apraxia of speech,MONDO_0011184,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,sickle cell anemia,MONDO_0011382,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,erythromelalgia,MONDO_0016028,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,narcolepsy-cataplexy syndrome,MONDO_0016158,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,idiopathic hypersomnia,MONDO_0018044,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,narcolepsy,MONDO_0021107,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,enuresis,MONDO_0024290,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
SLC6A2,ENSG00000103546,viral respiratory tract infection,MONDO_0024352,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,respiratory tract infectious disorder,MONDO_0024355,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,brain injury,MONDO_0043510,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,spinal cord injury,MONDO_0043797,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,mitochondrial disease,MONDO_0044970,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
SLC6A2,ENSG00000103546,inflammation,MP_0001845,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,HIV-1 infection,EFO_0000180,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,metabolic syndrome,EFO_0000195,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,congestive heart failure,EFO_0000373,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,diabetes mellitus,EFO_0000400,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,epilepsy,EFO_0000474,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,hypertension,EFO_0000537,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,stroke,EFO_0000712,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,deafness,EFO_0001063,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,obesity,EFO_0001073,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,post-traumatic stress disorder,EFO_0001358,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,pulmonary arterial hypertension,EFO_0001361,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,age-related macular degeneration,EFO_0001365,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,cocaine dependence,EFO_0002610,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,essential tremor,EFO_0003108,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,nicotine dependence,EFO_0003768,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,pain,EFO_0003843,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,obstructive sleep apnea,EFO_0003918,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,open-angle glaucoma,EFO_0004190,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,Hypertriglyceridemia,EFO_0004211,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,obsessive-compulsive disorder,EFO_0004242,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,mood disorder,EFO_0004247,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,partial epilepsy,EFO_0004263,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,smoking cessation,EFO_0004319,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,alcohol drinking,EFO_0004329,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,"osteoarthritis, knee",EFO_0004616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,wet macular degeneration,EFO_0004683,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,gambling behaviour,EFO_0004699,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,methamphetamine dependence,EFO_0004701,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,Tourette syndrome,EFO_0004895,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,bulimia nervosa,EFO_0005204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,congenital heart disease,EFO_0005207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,anxiety,EFO_0005230,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,orthostatic hypotension,EFO_0005252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,schizoaffective disorder,EFO_0005411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,rheumatic disease,EFO_0005755,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,binge eating,EFO_0005924,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,cannabis dependence,EFO_0007191,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,cysticercosis,EFO_0007231,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,epilepsy with generalized tonic-clonic seizures,EFO_0007262,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,status epilepticus,EFO_0008526,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,diabetic macular edema,EFO_0009321,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,edema,EFO_0009373,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,central serous retinopathy,EFO_0009784,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,cocaine use disorder,EFO_0010445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,nephrotoxicity,EFO_0011056,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,altitude sickness,EFO_1000782,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,"osteoarthritis, hip",EFO_1000786,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,Helicobacter pylori infectious disease,EFO_1000961,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,Landau-Kleffner syndrome,EFO_1001010,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,normal pressure hydrocephalus,EFO_1001065,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,ocular hypertension,EFO_1001069,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,pseudotumor cerebri,EFO_1001132,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,Dementia,HP_0000726,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,Seizure,HP_0001250,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
CA2,ENSG00000104267,Apnea,HP_0002104,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,Headache,HP_0002315,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0
CA2,ENSG00000104267,Sciatica,HP_0011868,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,Chronic pain,HP_0012532,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CA2,ENSG00000104267,Cognitive impairment,HP_0100543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CA2,ENSG00000104267,angle-closure glaucoma,MONDO_0001744,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0
