Gene symbol,Ensembl target ID,Disease name,Disease ID,Open Targets indirect association score,Maximum absolute rescaled effect size,Minimum MAF,Maximum VEP score,Highest clinical phase,Number of unique associated diseases,Number of unique therapeutic areas,Approved (1 = approved),GWAS genetic support (1 = present)
CHRNA1,ENSG00000138435,stroke,EFO_0000712,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,pain,EFO_0003843,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,cardiac arrest,EFO_0009492,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,organophosphate poisoning,EFO_0010581,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,acute respiratory distress syndrome,EFO_1000637,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,Decreased liver function,HP_0001410,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,Bradycardia,HP_0001662,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,Myalgia,HP_0003326,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
CHRNA1,ENSG00000138435,Back pain,HP_0003418,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
ITGAV,ENSG00000138448,psoriasis,EFO_0000676,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
ITGAV,ENSG00000138448,rheumatoid arthritis,EFO_0000685,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
ITGAV,ENSG00000138448,systemic scleroderma,EFO_0000717,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
ITGAV,ENSG00000138448,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
ITGAV,ENSG00000138448,interstitial lung disease,EFO_0004244,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0
APH1B,ENSG00000138613,Dementia,HP_0000726,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0,0
APH1B,ENSG00000138613,Alzheimer disease,MONDO_0004975,0.9285497069358826,0.839993096635856,0.1364802044809988,1.0,3.0,3.0,2.0,0,1
HCN4,ENSG00000138622,atrial fibrillation,EFO_0000275,0.9025527834892272,0.2090657621798723,0.0789341737697872,0.0,4.0,9.0,5.0,1,1
HCN4,ENSG00000138622,cardiovascular disease,EFO_0000319,0.9025527834892272,0.2090657621798723,0.0789341737697872,0.0,4.0,9.0,5.0,1,1
HCN4,ENSG00000138622,congestive heart failure,EFO_0000373,0.0,0.0,0.0,0.0,4.0,9.0,5.0,1,0
HCN4,ENSG00000138622,diabetic nephropathy,EFO_0000401,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,coronary artery disease,EFO_0001645,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,4.0,9.0,5.0,1,0
HCN4,ENSG00000138622,atrial flutter,EFO_0003911,0.8972426652908325,0.0943223485621227,0.1546483458248164,0.0,3.0,9.0,5.0,0,1
HCN4,ENSG00000138622,angina pectoris,EFO_0003913,0.0,0.0,0.0,0.0,4.0,9.0,5.0,1,0
HCN4,ENSG00000138622,cardiac arrhythmia,EFO_0004269,0.9025527834892272,0.2090657621798723,0.0789341737697872,0.0,3.0,9.0,5.0,0,1
HCN4,ENSG00000138622,hypotension,EFO_0005251,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,orthostatic hypotension,EFO_0005252,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,septic shock,EFO_0006834,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,mitral valve stenosis,EFO_0007372,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,Non-ST Elevation Myocardial Infarction,EFO_0008586,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,aging,EFO_0022597,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,orthostatic intolerance,EFO_1000645,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,diastolic heart failure,EFO_1000899,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,systolic heart failure,EFO_1001207,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,Multiple Organ Failure,EFO_1001373,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
HCN4,ENSG00000138622,Tachycardia,HP_0001649,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0,0
HCN4,ENSG00000138622,long COVID-19,MONDO_0100233,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0,0
IL21,ENSG00000138684,diabetes mellitus,EFO_0000400,0.249008372426033,0.0913868340839448,0.2775570272259014,0.0,2.0,14.0,6.0,0,1
IL21,ENSG00000138684,type 1 diabetes mellitus,MONDO_0005147,0.249008372426033,0.0913868340839448,0.2775570272259014,0.0,2.0,14.0,6.0,0,1
BMPR1B,ENSG00000138696,bone fracture,EFO_0003931,0.0,0.0,0.0,0.0,2.0,18.0,7.0,0,0
BMPR1B,ENSG00000138696,tibia fracture,EFO_0003944,0.0,0.0,0.0,0.0,4.0,18.0,7.0,1,0
BMPR1B,ENSG00000138696,radius fracture,EFO_0003957,0.0,0.0,0.0,0.0,1.0,18.0,7.0,0,0
BMPR1B,ENSG00000138696,bone disease,EFO_0004260,0.8886058330535889,0.031231781215296,0.1851595822915134,0.0,4.0,18.0,7.0,1,1
BMPR1B,ENSG00000138696,"osteoarthritis, knee",EFO_0004616,0.0,0.0,0.0,0.0,2.0,18.0,7.0,0,0
BMPR1B,ENSG00000138696,Dental malocclusion,HP_0000689,0.0,0.0,0.0,0.0,2.0,18.0,7.0,0,0
BMPR1B,ENSG00000138696,Intervertebral disk degeneration,HP_0008419,0.0,0.0,0.0,0.0,3.0,18.0,7.0,0,0
BMPR1B,ENSG00000138696,osteoarthritis,MONDO_0005178,0.8886058330535889,0.031231781215296,0.1851595822915134,0.0,1.0,18.0,7.0,0,1
PDE5A,ENSG00000138735,pulmonary sarcoidosis,DOID_13406,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,cardiovascular disease,EFO_0000319,0.6493418216705322,0.0354959239638131,0.2089015151515151,1.0,4.0,2.0,2.0,1,1
PDE5A,ENSG00000138735,chronic obstructive pulmonary disease,EFO_0000341,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,congestive heart failure,EFO_0000373,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,diabetes mellitus,EFO_0000400,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,diabetic nephropathy,EFO_0000401,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,diffuse scleroderma,EFO_0000404,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,emphysema,EFO_0000464,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,epilepsy,EFO_0000474,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,fetal growth restriction,EFO_0000495,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,hypertension,EFO_0000537,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,infertility,EFO_0000545,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,injury,EFO_0000546,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,preeclampsia,EFO_0000668,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,rheumatoid arthritis,EFO_0000685,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,stroke,EFO_0000712,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,systemic scleroderma,EFO_0000717,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,HIV infection,EFO_0000764,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,endometriosis,EFO_0001065,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,obesity,EFO_0001073,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pulmonary arterial hypertension,EFO_0001361,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,age-related macular degeneration,EFO_0001365,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,coronary artery disease,EFO_0001645,0.4747097790241241,0.0354959239638131,0.248769405528209,0.0,4.0,2.0,2.0,1,1
PDE5A,ENSG00000138735,insulin resistance,EFO_0002614,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,internal carotid artery stenosis,EFO_0002615,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,ischemia reperfusion injury,EFO_0002687,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pregnancy,EFO_0002950,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,hepatitis C virus infection,EFO_0003047,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Cushing syndrome,EFO_0003099,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,inflammatory bowel disease,EFO_0003767,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,heart disease,EFO_0003777,0.4747097790241241,0.0354959239638131,0.248769405528209,0.0,3.0,2.0,2.0,0,1
PDE5A,ENSG00000138735,Behcet's syndrome,EFO_0003780,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,lung disease,EFO_0003818,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pulmonary embolism,EFO_0003827,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,chronic progressive multiple sclerosis,EFO_0003840,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pain,EFO_0003843,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,peripheral vascular disease,EFO_0003875,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,chronic kidney disease,EFO_0003884,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,angina pectoris,EFO_0003913,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,premature birth,EFO_0003917,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,necrotizing enterocolitis,EFO_0003928,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,alopecia areata,EFO_0004192,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Coronary Vasospasm,EFO_0004225,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,erectile dysfunction,EFO_0004234,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,interstitial lung disease,EFO_0004244,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,nephrotic syndrome,EFO_0004255,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,osteonecrosis,EFO_0004259,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,peripheral arterial disease,EFO_0004265,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,methamphetamine dependence,EFO_0004701,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,sexual dysfunction,EFO_0004714,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,vascular dementia,EFO_0004718,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,type 2 diabetes nephropathy,EFO_0004997,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Leishmaniasis,EFO_0005044,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,cutaneous Leishmaniasis,EFO_0005046,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,opioid dependence,EFO_0005611,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,acute coronary syndrome,EFO_0005672,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,brain disease,EFO_0005774,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Plasmodium falciparum malaria,EFO_0007444,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,viral pneumonia,EFO_0007541,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,cerebral small vessel disease,EFO_0008493,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,female infertility,EFO_0008560,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,arterial occlusive disease,EFO_0009085,0.4747097790241241,0.0354959239638131,0.248769405528209,0.0,3.0,2.0,2.0,0,1
PDE5A,ENSG00000138735,Pulmonary arterial hypertension associated with portal hypertension,EFO_0009197,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Eisenmenger syndrome,EFO_0009200,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Mycobacterium infection,EFO_0009429,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,concussion,EFO_0011023,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,premature ejaculation,EFO_0803321,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,cervical artery dissection,EFO_1000059,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,overactive bladder,EFO_1000781,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,diabetic neuropathy,EFO_1000783,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,asphyxia neonatorum,EFO_1000824,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,brachial plexus neuropathy,EFO_1000844,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,diastolic heart failure,EFO_1000899,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,gastroparesis,EFO_1000948,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Henoch-Schoenlein purpura,EFO_1000965,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,limited scleroderma,EFO_1001017,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,persistent fetal circulation syndrome,EFO_1001103,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pulmonary edema,EFO_1001134,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Raynaud disease,EFO_1001145,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,systolic heart failure,EFO_1001207,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,non-alcoholic steatohepatitis,EFO_1001249,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,"Hepatitis, Alcoholic",EFO_1001345,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Myocardial Ischemia,EFO_1001375,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,oral submucous fibrosis,EFO_1001818,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,post-concussion syndrome,EFO_1001827,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Hand-foot syndrome,EFO_1001893,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,connective tissue disease,EFO_1001986,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,scleroderma,EFO_1001993,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,high altitude pulmonary edema,EFO_1002002,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Urinary incontinence,HP_0000020,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Tinnitus,HP_0000360,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Impotence,HP_0000802,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,Jaundice,HP_0000952,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Encephalopathy,HP_0001298,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Hepatic steatosis,HP_0001397,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Patent ductus arteriosus,HP_0001643,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Acute kidney injury,HP_0001919,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Glucose intolerance,HP_0001952,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Ischemic stroke,HP_0002140,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Myelopathy,HP_0002196,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Recurrent thrombophlebitis,HP_0004419,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,Abnormal cardiovascular system morphology,HP_0030680,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Neonatal sepsis,HP_0040187,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Cognitive impairment,HP_0100543,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Dysmenorrhea,HP_0100607,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Priapism,HP_0200023,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Skin ulcer,HP_0200042,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,transposition of the great arteries,MONDO_0000153,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,essential hypertension,MONDO_0001134,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,major depressive disorder,MONDO_0002009,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,depressive disorder,MONDO_0002050,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,glomerulonephritis,MONDO_0002462,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,substance abuse,MONDO_0002491,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,hypoplastic left heart syndrome,MONDO_0004933,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Alzheimer disease,MONDO_0004975,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,amyotrophic lateral sclerosis,MONDO_0004976,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,glaucoma,MONDO_0005041,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,schizophrenia,MONDO_0005090,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,type 2 diabetes mellitus,MONDO_0005148,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,pulmonary hypertension,MONDO_0005149,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PDE5A,ENSG00000138735,Parkinson disease,MONDO_0005180,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,migraine disorder,MONDO_0005277,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,alcohol dependence,MONDO_0007079,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,biliary atresia,MONDO_0008867,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,cystic fibrosis,MONDO_0009061,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Becker muscular dystrophy,MONDO_0010311,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Duchenne muscular dystrophy,MONDO_0010679,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,sickle cell anemia,MONDO_0011382,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,avascular necrosis,MONDO_0018373,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,bronchopulmonary dysplasia,MONDO_0019091,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Hermansky-Pudlak syndrome,MONDO_0019312,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,sexually transmitted disease,MONDO_0021681,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,chronic renal failure syndrome,MONDO_0024327,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,brain injury,MONDO_0043510,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,liver failure,MONDO_0100192,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,long COVID-19,MONDO_0100233,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,paroxysmal familial ventricular fibrillation,MONDO_0100234,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PDE5A,ENSG00000138735,Beta-thalassemia,Orphanet_848,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
ENPEP,ENSG00000138792,hypertension,EFO_0000537,0.9568122029304504,0.1814058206886525,0.0078110295501599,1.0,3.0,3.0,1.0,0,1
ENPEP,ENSG00000138792,myocardial infarction,EFO_0000612,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0,0
ENPEP,ENSG00000138792,heart failure,EFO_0003144,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0,0
ENPEP,ENSG00000138792,kidney failure,EFO_1002048,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0
ENPEP,ENSG00000138792,essential hypertension,MONDO_0001134,0.9537688493728638,0.1735066533878838,0.0126637954266943,1.0,2.0,3.0,1.0,0,1
CASP6,ENSG00000138794,diabetes mellitus,EFO_0000400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CASP6,ENSG00000138794,liver disease,EFO_0001421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CASP6,ENSG00000138794,chronic hepatitis C virus infection,EFO_0004220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CASP6,ENSG00000138794,gastrointestinal disease,EFO_0010282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
CASP6,ENSG00000138794,non-alcoholic steatohepatitis,EFO_1001249,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CASP6,ENSG00000138794,"Hepatitis, Alcoholic",EFO_1001345,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0
CASP6,ENSG00000138794,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
PPP3CA,ENSG00000138814,immune system disease,EFO_0000540,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PPP3CA,ENSG00000138814,psoriasis,EFO_0000676,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,kidney disease,EFO_0003086,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,focal segmental glomerulosclerosis,EFO_0004236,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,lupus nephritis,EFO_0005761,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,0
PPP3CA,ENSG00000138814,anterior uveitis,EFO_1000811,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,dry eye syndrome,EFO_1000906,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,intermediate uveitis,EFO_1000986,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,panuveitis,EFO_1001082,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,posterior uveitis,EFO_1001119,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
PPP3CA,ENSG00000138814,uveitis,EFO_1001231,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0
