Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:894678	MGI	MGI:894678	Aurka	aurora kinase A	protein coding gene	ENSMUSG00000027496
MGI:1313271	MGI	MGI:1313271	Stk16	serine/threonine kinase 16	protein coding gene	ENSMUSG00000026201
MGI:1891338	MGI	MGI:1891338	Srpk3	serine/arginine-rich protein specific kinase 3	protein coding gene	ENSMUSG00000002007
MGI:1928487	MGI	MGI:1928487	Stk3	serine/threonine kinase 3	protein coding gene	ENSMUSG00000022329
MGI:1924735	MGI	MGI:1924735	Stk31	serine threonine kinase 31	protein coding gene	ENSMUSG00000023403
MGI:1859549	MGI	MGI:1859549	Btnl2	butyrophilin-like 2	protein coding gene	ENSMUSG00000024340
MGI:1923396	MGI	MGI:1923396	Stx16	syntaxin 16	protein coding gene	ENSMUSG00000027522
MGI:109355	MGI	MGI:109355	Stx1a	syntaxin 1A (brain)	protein coding gene	ENSMUSG00000007207
MGI:103077	MGI	MGI:103077	Stx3	syntaxin 3	protein coding gene	ENSMUSG00000041488
MGI:1338871	MGI	MGI:1338871	Btrc	beta-transducin repeat containing protein	protein coding gene	ENSMUSG00000025217
MGI:1928483	MGI	MGI:1928483	Stx5a	syntaxin 5A	protein coding gene	ENSMUSG00000010110
MGI:1858210	MGI	MGI:1858210	Stx7	syntaxin 7	protein coding gene	ENSMUSG00000019998
MGI:1890156	MGI	MGI:1890156	Stx8	syntaxin 8	protein coding gene	ENSMUSG00000020903
MGI:107363	MGI	MGI:107363	Stxbp1	syntaxin binding protein 1	protein coding gene	ENSMUSG00000026797
MGI:1927234	MGI	MGI:1927234	Suclg1	succinate-CoA ligase, GDP-forming, alpha subunit	protein coding gene	ENSMUSG00000052738
MGI:1923723	MGI	MGI:1923723	Supt3	SPT3, SAGA and STAGA complex component	protein coding gene	ENSMUSG00000038954
MGI:107416	MGI	MGI:107416	Supt4a	SPT4A, DSIF elongation factor subunit	protein coding gene	ENSMUSG00000020485
MGI:1202400	MGI	MGI:1202400	Supt5	suppressor of Ty 5, DSIF elongation factor subunit	protein coding gene	ENSMUSG00000003435
MGI:2441711	MGI	MGI:2441711	Supv3l1	suppressor of var1, 3-like 1 (S. cerevisiae)	protein coding gene	ENSMUSG00000020079
MGI:98446	MGI	MGI:98446	Med22	mediator complex subunit 22	protein coding gene	ENSMUSG00000015776
MGI:99515	MGI	MGI:99515	Syk	spleen tyrosine kinase	protein coding gene	ENSMUSG00000021457
MGI:1351334	MGI	MGI:1351334	Syn3	synapsin III	protein coding gene	ENSMUSG00000059602
MGI:1354961	MGI	MGI:1354961	Synj1	synaptojanin 1	protein coding gene	ENSMUSG00000022973
MGI:1201671	MGI	MGI:1201671	Synj2	synaptojanin 2	protein coding gene	ENSMUSG00000023805
MGI:108081	MGI	MGI:108081	Sypl1	synaptophysin like 1	protein coding gene	ENSMUSG00000020570
MGI:99667	MGI	MGI:99667	Syt1	synaptotagmin I	protein coding gene	ENSMUSG00000035864
MGI:1859545	MGI	MGI:1859545	Syt7	synaptotagmin VII	protein coding gene	ENSMUSG00000024743
MGI:1346013	MGI	MGI:1346013	Popdc1	popeye domain cAMP effector 1	protein coding gene	ENSMUSG00000071317
MGI:2443028	MGI	MGI:2443028	Taf2	TATA-box binding protein associated factor 2	protein coding gene	ENSMUSG00000037343
MGI:109129	MGI	MGI:109129	Taf6	TATA-box binding protein associated factor 6	protein coding gene	ENSMUSG00000036980
MGI:1916026	MGI	MGI:1916026	Taf11	TATA-box binding protein associated factor 11	protein coding gene	ENSMUSG00000024218
MGI:1913500	MGI	MGI:1913500	Taf13	TATA-box binding protein associated factor 13	protein coding gene	ENSMUSG00000048100
MGI:1312985	MGI	MGI:1312985	Tagln2	transgelin 2	protein coding gene	ENSMUSG00000026547
MGI:4936930	MGI	MGI:4936930	Tarbp1	TAR RNA binding protein 1	protein coding gene	ENSMUSG00000090290
MGI:2387629	MGI	MGI:2387629	Tardbp	TAR DNA binding protein	protein coding gene	ENSMUSG00000041459
MGI:98487	MGI	MGI:98487	Tat	tyrosine aminotransferase	protein coding gene	ENSMUSG00000001670
MGI:1889508	MGI	MGI:1889508	Tbc1d1	TBC1 domain family, member 1	protein coding gene	ENSMUSG00000029174
MGI:88222	MGI	MGI:88222	Tspo	translocator protein	protein coding gene	ENSMUSG00000041736
MGI:1917680	MGI	MGI:1917680	Tbce	tubulin-specific chaperone E	protein coding gene	ENSMUSG00000039233
MGI:3041197	MGI	MGI:3041197	Serpina7	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	protein coding gene	ENSMUSG00000031271
MGI:107404	MGI	MGI:107404	Tbr1	T-box brain transcription factor 1	protein coding gene	ENSMUSG00000035033
MGI:1261436	MGI	MGI:1261436	Tbx10	T-box 10	protein coding gene	ENSMUSG00000037477
MGI:2389465	MGI	MGI:2389465	Tbx22	T-box 22	protein coding gene	ENSMUSG00000031241
MGI:102556	MGI	MGI:102556	Tbx4	T-box 4	protein coding gene	ENSMUSG00000000094
MGI:1921357	MGI	MGI:1921357	Cep55	centrosomal protein 55	protein coding gene	ENSMUSG00000024989
MGI:2385317	MGI	MGI:2385317	Tceal1	transcription elongation factor A (SII)-like 1	protein coding gene	ENSMUSG00000049536
MGI:103180	MGI	MGI:103180	Tcf19	transcription factor 19	protein coding gene	ENSMUSG00000050410
MGI:1915971	MGI	MGI:1915971	Cfap68	cilia and flagella associated protein 68	protein coding gene	ENSMUSG00000037971
MGI:98506	MGI	MGI:98506	Tcf4	transcription factor 4	protein coding gene	ENSMUSG00000053477
MGI:1202876	MGI	MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	protein coding gene	ENSMUSG00000055799
MGI:1202879	MGI	MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	protein coding gene	ENSMUSG00000024985
MGI:1202305	MGI	MGI:1202305	Vps72	vacuolar protein sorting 72	protein coding gene	ENSMUSG00000008958
MGI:108398	MGI	MGI:108398	Mlx	MAX-like protein X	protein coding gene	ENSMUSG00000017801
MGI:2677061	MGI	MGI:2677061	Dagla	diacylglycerol lipase, alpha	protein coding gene	ENSMUSG00000035735
MGI:98544	MGI	MGI:98544	Tcp11	t-complex protein 11	protein coding gene	ENSMUSG00000062859
MGI:1915254	MGI	MGI:1915254	Tmem9b	TMEM9 domain family, member B	protein coding gene	ENSMUSG00000031021
MGI:98640	MGI	MGI:98640	Tcte1	t-complex-associated testis expressed 1	protein coding gene	ENSMUSG00000023949
MGI:1349457	MGI	MGI:1349457	Serinc3	serine incorporator 3	protein coding gene	ENSMUSG00000017707
MGI:3041226	MGI	MGI:3041226	Akip1	A kinase interacting protein 1	protein coding gene	ENSMUSG00000031023
MGI:1928486	MGI	MGI:1928486	Tdo2	tryptophan 2,3-dioxygenase	protein coding gene	ENSMUSG00000028011
MGI:1919884	MGI	MGI:1919884	Tdrkh	tudor and KH domain containing protein	protein coding gene	ENSMUSG00000041912
MGI:101876	MGI	MGI:101876	Tead1	TEA domain family member 1	protein coding gene	ENSMUSG00000055320
MGI:109241	MGI	MGI:109241	Tead3	TEA domain family member 3	protein coding gene	ENSMUSG00000002249
MGI:1915755	MGI	MGI:1915755	Vps51	VPS51 GARP complex subunit	protein coding gene	ENSMUSG00000024797
MGI:98664	MGI	MGI:98664	Tek	TEK receptor tyrosine kinase	protein coding gene	ENSMUSG00000006386
MGI:109573	MGI	MGI:109573	Tep1	telomerase associated protein 1	protein coding gene	ENSMUSG00000006281
MGI:98821	MGI	MGI:98821	Trf	transferrin	protein coding gene	ENSMUSG00000032554
MGI:104672	MGI	MGI:104672	Tfap2b	transcription factor AP-2 beta	protein coding gene	ENSMUSG00000025927
MGI:103239	MGI	MGI:103239	Tfap4	transcription factor AP4	protein coding gene	ENSMUSG00000005718
MGI:103270	MGI	MGI:103270	Tfeb	transcription factor EB	protein coding gene	ENSMUSG00000023990
MGI:88135	MGI	MGI:88135	Tff1	trefoil factor 1	protein coding gene	ENSMUSG00000024032
MGI:1354956	MGI	MGI:1354956	Tfr2	transferrin receptor 2	protein coding gene	ENSMUSG00000029716
MGI:98727	MGI	MGI:98727	Tgfb3	transforming growth factor, beta 3	protein coding gene	ENSMUSG00000021253
MGI:98732	MGI	MGI:98732	Tgm3	transglutaminase 3, E polypeptide	protein coding gene	ENSMUSG00000027401
MGI:98736	MGI	MGI:98736	Thbd	thrombomodulin	protein coding gene	ENSMUSG00000074743
MGI:98737	MGI	MGI:98737	Thbs1	thrombospondin 1	protein coding gene	ENSMUSG00000040152
MGI:101875	MGI	MGI:101875	Thpo	thrombopoietin	protein coding gene	ENSMUSG00000022847
MGI:98742	MGI	MGI:98742	Thra	thyroid hormone receptor alpha	protein coding gene	ENSMUSG00000058756
MGI:1924265	MGI	MGI:1924265	Mpped2	metallophosphoesterase domain containing 2	protein coding gene	ENSMUSG00000016386
MGI:103306	MGI	MGI:103306	Tiam1	T cell lymphoma invasion and metastasis 1	protein coding gene	ENSMUSG00000002489
MGI:1321393	MGI	MGI:1321393	Timeless	timeless circadian clock 1	protein coding gene	ENSMUSG00000039994
MGI:1353432	MGI	MGI:1353432	Timm13	translocase of inner mitochondrial membrane 13	protein coding gene	ENSMUSG00000020219
MGI:1353433	MGI	MGI:1353433	Timm8a1	translocase of inner mitochondrial membrane 8A1	protein coding gene	ENSMUSG00000048007
MGI:98754	MGI	MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	protein coding gene	ENSMUSG00000020044
MGI:107893	MGI	MGI:107893	D6Wsu163e	DNA segment, Chr 6, Wayne State University 163, expressed	protein coding gene	ENSMUSG00000030347
MGI:2441683	MGI	MGI:2441683	Tlk1	tousled-like kinase 1	protein coding gene	ENSMUSG00000041997
MGI:1346060	MGI	MGI:1346060	Tlr2	toll-like receptor 2	protein coding gene	ENSMUSG00000027995
MGI:2442752	MGI	MGI:2442752	Tigar	Trp53 induced glycolysis regulatory phosphatase	protein coding gene	ENSMUSG00000038028
MGI:96824	MGI	MGI:96824	Tlr4	toll-like receptor 4	protein coding gene	ENSMUSG00000039005
MGI:2385173	MGI	MGI:2385173	Tm4sf4	transmembrane 4 superfamily member 4	protein coding gene	ENSMUSG00000027801
MGI:2141505	MGI	MGI:2141505	Parp11	poly (ADP-ribose) polymerase family, member 11	protein coding gene	ENSMUSG00000037997
MGI:1933210	MGI	MGI:1933210	Tm6sf2	transmembrane 6 superfamily member 2	protein coding gene	ENSMUSG00000036151
MGI:1891463	MGI	MGI:1891463	Gpr137b	G protein-coupled receptor 137B	protein coding gene	ENSMUSG00000021306
MGI:1336209	MGI	MGI:1336209	Trappc10	trafficking protein particle complex 10	protein coding gene	ENSMUSG00000000374
MGI:1355335	MGI	MGI:1355335	Tmod2	tropomodulin 2	protein coding gene	ENSMUSG00000032186
MGI:2387603	MGI	MGI:2387603	Ahsa1	AHA1, activator of heat shock protein ATPase 1	protein coding gene	ENSMUSG00000021037
MGI:104540	MGI	MGI:104540	Clec3b	C-type lectin domain family 3, member b	protein coding gene	ENSMUSG00000025784
MGI:104960	MGI	MGI:104960	Tnfaip2	tumor necrosis factor, alpha-induced protein 2	protein coding gene	ENSMUSG00000021281
MGI:1343050	MGI	MGI:1343050	Tnfrsf17	tumor necrosis factor receptor superfamily, member 17	protein coding gene	ENSMUSG00000022496
MGI:894675	MGI	MGI:894675	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	protein coding gene	ENSMUSG00000041954
MGI:1314884	MGI	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	ENSMUSG00000030341
MGI:88336	MGI	MGI:88336	Cd40	CD40 antigen	protein coding gene	ENSMUSG00000017652
MGI:1101059	MGI	MGI:1101059	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9	protein coding gene	ENSMUSG00000028965
MGI:107414	MGI	MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	protein coding gene	ENSMUSG00000039304
MGI:2673064	MGI	MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	protein coding gene	ENSMUSG00000066755
MGI:1930958	MGI	MGI:1930958	Tnk1	tyrosine kinase, non-receptor, 1	protein coding gene	ENSMUSG00000001583
MGI:105073	MGI	MGI:105073	Tnni1	troponin I, skeletal, slow 1	protein coding gene	ENSMUSG00000026418
MGI:105070	MGI	MGI:105070	Tnni2	troponin I, skeletal, fast 2	protein coding gene	ENSMUSG00000031097
MGI:99516	MGI	MGI:99516	Tnr	tenascin R	protein coding gene	ENSMUSG00000015829
MGI:2138584	MGI	MGI:2138584	Gigyf2	GRB10 interacting GYF protein 2	protein coding gene	ENSMUSG00000048000
MGI:3039593	MGI	MGI:3039593	Tox3	TOX high mobility group box family member 3	protein coding gene	ENSMUSG00000043668
MGI:1932137	MGI	MGI:1932137	Tnxb	tenascin XB	protein coding gene	ENSMUSG00000033327
MGI:98790	MGI	MGI:98790	Top2a	topoisomerase (DNA) II alpha	protein coding gene	ENSMUSG00000020914
MGI:1197527	MGI	MGI:1197527	Top3a	topoisomerase (DNA) III alpha	protein coding gene	ENSMUSG00000002814
MGI:98834	MGI	MGI:98834	Trp53	transformation related protein 53	protein coding gene	ENSMUSG00000059552
MGI:2138319	MGI	MGI:2138319	Trp53bp2	transformation related protein 53 binding protein 2	protein coding gene	ENSMUSG00000026510
MGI:1336991	MGI	MGI:1336991	Trp73	transformation related protein 73	protein coding gene	ENSMUSG00000029026
MGI:1298386	MGI	MGI:1298386	Tpd52l1	tumor protein D52-like 1	protein coding gene	ENSMUSG00000000296
MGI:1913564	MGI	MGI:1913564	Tpd52l2	tumor protein D52-like 2	protein coding gene	ENSMUSG00000000827
MGI:98797	MGI	MGI:98797	Tpi1	triosephosphate isomerase 1	protein coding gene	ENSMUSG00000023456
MGI:1922066	MGI	MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	protein coding gene	ENSMUSG00000006005
MGI:98815	MGI	MGI:98815	Crisp2	cysteine-rich secretory protein 2	protein coding gene	ENSMUSG00000023930
MGI:101835	MGI	MGI:101835	Traf2	TNF receptor-associated factor 2	protein coding gene	ENSMUSG00000026942
MGI:108072	MGI	MGI:108072	Traf6	TNF receptor-associated factor 6	protein coding gene	ENSMUSG00000027164
MGI:1933156	MGI	MGI:1933156	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl	protein coding gene	ENSMUSG00000029098
MGI:1277150	MGI	MGI:1277150	Ldlrad4	low density lipoprotein receptor class A domain containing 4	protein coding gene	ENSMUSG00000024544
MGI:1328317	MGI	MGI:1328317	Trex1	three prime repair exonuclease 1	protein coding gene	ENSMUSG00000049734
MGI:98823	MGI	MGI:98823	Trh	thyrotropin releasing hormone	protein coding gene	ENSMUSG00000005892
MGI:1916966	MGI	MGI:1916966	Trip13	thyroid hormone receptor interactor 13	protein coding gene	ENSMUSG00000021569
MGI:1343458	MGI	MGI:1343458	Trip6	thyroid hormone receptor interactor 6	protein coding gene	ENSMUSG00000023348
MGI:1918614	MGI	MGI:1918614	Jmjd1c	jumonji domain containing 1C	protein coding gene	ENSMUSG00000037876
MGI:109526	MGI	MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	protein coding gene	ENSMUSG00000027716
MGI:109524	MGI	MGI:109524	Trpc5	transient receptor potential cation channel, subfamily C, member 5	protein coding gene	ENSMUSG00000041710
MGI:109523	MGI	MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	protein coding gene	ENSMUSG00000031997
MGI:1927616	MGI	MGI:1927616	Trps1	transcriptional repressor GATA binding 1	protein coding gene	ENSMUSG00000038679
MGI:2153272	MGI	MGI:2153272	Trrap	transformation/transcription domain-associated protein	protein coding gene	ENSMUSG00000045482
MGI:1913649	MGI	MGI:1913649	Tsfm	Ts translation elongation factor, mitochondrial	protein coding gene	ENSMUSG00000040521
MGI:1891414	MGI	MGI:1891414	Cep41	centrosomal protein 41	protein coding gene	ENSMUSG00000029790
MGI:1194909	MGI	MGI:1194909	Rsph1	radial spoke head 1 homolog (Chlamydomonas)	protein coding gene	ENSMUSG00000024033
MGI:1289332	MGI	MGI:1289332	Eipr1	EARP complex and GARP complex interacting protein 1	protein coding gene	ENSMUSG00000036613
MGI:98852	MGI	MGI:98852	Tst	thiosulfate sulfurtransferase, mitochondrial	protein coding gene	ENSMUSG00000044986
MGI:1928373	MGI	MGI:1928373	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	protein coding gene	ENSMUSG00000014195
MGI:88223	MGI	MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	protein coding gene	ENSMUSG00000036887
MGI:1858225	MGI	MGI:1858225	Tuba8	tubulin, alpha 8	protein coding gene	ENSMUSG00000030137
MGI:107861	MGI	MGI:107861	Tubb2a	tubulin, beta 2A class IIA	protein coding gene	ENSMUSG00000058672
MGI:88224	MGI	MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	protein coding gene	ENSMUSG00000036905
MGI:109572	MGI	MGI:109572	Tuft1	tuftelin 1	protein coding gene	ENSMUSG00000005968
MGI:1329045	MGI	MGI:1329045	Tulp3	TUB like protein 3	protein coding gene	ENSMUSG00000001521
MGI:102960	MGI	MGI:102960	Txk	TXK tyrosine kinase	protein coding gene	ENSMUSG00000054892
MGI:1929470	MGI	MGI:1929470	Tyk2	tyrosine kinase 2	protein coding gene	ENSMUSG00000032175
MGI:88225	MGI	MGI:88225	C1qc	complement component 1, q subcomponent, C chain	protein coding gene	ENSMUSG00000036896
MGI:2149543	MGI	MGI:2149543	Ubap1	ubiquitin-associated protein 1	protein coding gene	ENSMUSG00000028437
MGI:1926074	MGI	MGI:1926074	Ubash3a	ubiquitin associated and SH3 domain containing, A	protein coding gene	ENSMUSG00000042345
MGI:102959	MGI	MGI:102959	Ube2a	ubiquitin-conjugating enzyme E2A	protein coding gene	ENSMUSG00000016308
MGI:102944	MGI	MGI:102944	Ube2b	ubiquitin-conjugating enzyme E2B	protein coding gene	ENSMUSG00000020390
MGI:2384911	MGI	MGI:2384911	Ube2d1	ubiquitin-conjugating enzyme E2D 1	protein coding gene	ENSMUSG00000019927
MGI:107411	MGI	MGI:107411	Ube2e1	ubiquitin-conjugating enzyme E2E 1	protein coding gene	ENSMUSG00000021774
MGI:2384997	MGI	MGI:2384997	Ube2e2	ubiquitin-conjugating enzyme E2E 2	protein coding gene	ENSMUSG00000058317
MGI:1915171	MGI	MGI:1915171	Ube2f	ubiquitin-conjugating enzyme E2F (putative)	protein coding gene	ENSMUSG00000034343
MGI:1914378	MGI	MGI:1914378	Ube2g1	ubiquitin-conjugating enzyme E2G 1	protein coding gene	ENSMUSG00000020794
MGI:108278	MGI	MGI:108278	Ube2m	ubiquitin-conjugating enzyme E2M	protein coding gene	ENSMUSG00000005575
MGI:1197010	MGI	MGI:1197010	Sumo1	small ubiquitin-like modifier 1	protein coding gene	ENSMUSG00000026021
MGI:1891307	MGI	MGI:1891307	Ubn1	ubinuclein 1	protein coding gene	ENSMUSG00000039473
MGI:104889	MGI	MGI:104889	Ubp1	upstream binding protein 1	protein coding gene	ENSMUSG00000009741
MGI:98512	MGI	MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	protein coding gene	ENSMUSG00000020923
MGI:103149	MGI	MGI:103149	Uchl1	ubiquitin carboxy-terminal hydrolase L1	protein coding gene	ENSMUSG00000029223
MGI:98894	MGI	MGI:98894	Ucp1	uncoupling protein 1 (mitochondrial, proton carrier)	protein coding gene	ENSMUSG00000031710
MGI:1270150	MGI	MGI:1270150	Fam3b	FAM3 metabolism regulating signaling molecule B	protein coding gene	ENSMUSG00000022938
MGI:1923718	MGI	MGI:1923718	Uhrf2	ubiquitin-like, containing PHD and RING finger domains 2	protein coding gene	ENSMUSG00000024817
MGI:1929785	MGI	MGI:1929785	Umodl1	uromodulin-like 1	protein coding gene	ENSMUSG00000054134
MGI:1328357	MGI	MGI:1328357	Unc119	unc-119 lipid binding chaperone	protein coding gene	ENSMUSG00000002058
MGI:1342278	MGI	MGI:1342278	Unc13b	unc-13 homolog B	protein coding gene	ENSMUSG00000028456
MGI:1095412	MGI	MGI:1095412	Unc5c	unc-5 netrin receptor C	protein coding gene	ENSMUSG00000059921
MGI:98912	MGI	MGI:98912	Upk1b	uroplakin 1B	protein coding gene	ENSMUSG00000049436
MGI:2136890	MGI	MGI:2136890	Setd4	SET domain containing 4	protein coding gene	ENSMUSG00000022948
MGI:1914780	MGI	MGI:1914780	Uqcrb	ubiquinol-cytochrome c reductase binding protein	protein coding gene	ENSMUSG00000021520
MGI:1919338	MGI	MGI:1919338	Ush1c	USH1 protein network component harmonin	protein coding gene	ENSMUSG00000030838
MGI:1915134	MGI	MGI:1915134	Cfap410	cilia and flagella associated protein 410	protein coding gene	ENSMUSG00000020284
MGI:2388124	MGI	MGI:2388124	Clrn1	clarin 1	protein coding gene	ENSMUSG00000043850
MGI:894652	MGI	MGI:894652	Usp10	ubiquitin specific peptidase 10	protein coding gene	ENSMUSG00000031826
MGI:2384312	MGI	MGI:2384312	Usp11	ubiquitin specific peptidase 11	protein coding gene	ENSMUSG00000031066
MGI:1919857	MGI	MGI:1919857	Usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	protein coding gene	ENSMUSG00000056900
MGI:1928898	MGI	MGI:1928898	Usp14	ubiquitin specific peptidase 14	protein coding gene	ENSMUSG00000047879
MGI:101857	MGI	MGI:101857	Usp15	ubiquitin specific peptidase 15	protein coding gene	ENSMUSG00000020124
MGI:1918722	MGI	MGI:1918722	Usp19	ubiquitin specific peptidase 19	protein coding gene	ENSMUSG00000006676
MGI:1858178	MGI	MGI:1858178	Usp2	ubiquitin specific peptidase 2	protein coding gene	ENSMUSG00000032010
MGI:1921520	MGI	MGI:1921520	Usp20	ubiquitin specific peptidase 20	protein coding gene	ENSMUSG00000026854
MGI:1353665	MGI	MGI:1353665	Usp21	ubiquitin specific peptidase 21	protein coding gene	ENSMUSG00000053483
MGI:2144157	MGI	MGI:2144157	Usp22	ubiquitin specific peptidase 22	protein coding gene	ENSMUSG00000042506
MGI:1919936	MGI	MGI:1919936	Usp24	ubiquitin specific peptidase 24	protein coding gene	ENSMUSG00000028514
